d,t
0,-11.115337
20.515362,-10.703068
37.462833,-10.385276
63.92468,-9.887116
90.089195,-9.234356
124.28146,-8.426994
160.55501,-7.6969323
191.47672,-7.0957055
217.3439,-6.6920247
