d,t
6.8770000e+02, -4.5500000e-01
6.6770000e+02, -3.9000000e-01
6.4770000e+02, -4.5500000e-01
6.2770000e+02, -5.2000000e-01
6.0770000e+02, -4.5500000e-01
5.8770000e+02, -4.5500000e-01
5.6770000e+02, -4.5500000e-01
5.4770000e+02, -8.4500000e-01
5.2770000e+02, -1.1050000e+00
5.0770000e+02, -1.6250000e+00
4.8770000e+02, -2.0800000e+00
4.6770000e+02, -2.5350000e+00
4.4770000e+02, -2.9250000e+00
4.2770000e+02, -3.3150000e+00
4.0770000e+02, -3.7700000e+00
3.8770000e+02, -4.0950000e+00
3.6770000e+02, -4.4850000e+00
3.5770000e+02, -4.6150000e+00
3.3770000e+02, -4.8750000e+00
3.1770000e+02, -5.1350000e+00
2.9770000e+02, -5.2000000e+00
2.7770000e+02, -5.2650000e+00
2.5770000e+02, -5.3300000e+00
2.3770000e+02, -5.0700000e+00
1.9770000e+02, -5.2000000e+00
1.7770000e+02, -5.0050000e+00
1.5770000e+02, -4.8750000e+00
1.3770000e+02, -4.8100000e+00
1.1770000e+02, -4.6150000e+00
9.7700000e+01, -4.4200000e+00
7.7700000e+01, -4.1600000e+00
5.7700000e+01, -4.0300000e+00
3.7700000e+01, -4.0950000e+00
1.7700000e+01, -4.5500000e+00
