t,d
-23.9980546474425, 53.20911826538611
-24.029533844695226, 59.30867846033357
-24.09553314075347, 67.09072287208244
-24.15852958616469, 74.85501019447184
-24.363895080969158, 114.50659073397014
-24.7234254059556, 211.24721356387977
-24.86409009186123, 266.7780712630045
-24.97327558051413, 316.2093687671821
-25.032939400761652, 362.3911189185933
-25.10304978009747, 416.02640732860414
-25.140154169586545, 466.50981237732515
-25.16674858181103, 516.9310676132886
-25.2064245783484, 617.693671183098
-25.237168124756234, 709.5333373498173
-25.257604632063597, 777.6584106770839
-25.42991498793469, 1344.88643390082
