d,t
307,-11.26433
407,-14.13360
497,-12.73164
537,-10.09173
577,-6.55356
622,-2.72538
667,-0.82801
687,-0.57332
697,-0.52864
702,-0.46695
705,-0.40376
707,-0.50257
