t,d
-5.680974695109677,499.0298122184545
-5.41846611322084,508.00600804042654
-5.118914460597639,518.9929177973924
-4.7551478880524405,529.3790808321102
-4.428699541152717,539.0229382232219
-4.069333857219924,548.6415278972852
-3.6196906890040097,558.7339181811702
-3.1193041914667163,569.3990805491017
-2.8108057068828924,579.3420897234735
-2.439994833002624,589.1907645636417
-2.003565066447658,598.8718822583276
-1.6192172095712252,609.2487715895919
-1.2450099856417935,619.0306991855812
-0.8707064372649764,628.9489078012134
-0.6197190712862142,638.7658421557717
-0.3084097262508685,649.5844510806296
