t,d
-21.441663825016768, 1224.4811675313663
-20.481313461706307, 1287.483056645792
-21.829356656660543, 979.5099162733106
-21.666026756409067, 909.5950101274959
-20.847728161688842, 751.9157667694838
-19.798336003767858, 623.3857751265971
-18.860049226104444, 1326.1708487001824
-18.298463898434065, 485.22148819712663
-16.568747189001243, 390.23979487383644
-17.10705736184844, 1353.9202882262641
-14.209479013914823, 273.0513516321747
-14.09819255050985, 1385.2065119634183
-12.027326452677109, 179.11433443979678
-11.778368121881797, 1410.4665670289228
-9.272166001685285, 97.21069829581052
-9.45812463571204, 1431.619020070539
-7.369668186299954, 53.10621636620482
-7.686399318903327, 1445.7644796366621
-4.724362789255338, 8.001819012736064
-4.834902806731179, 1468.3167760675883
-2.5796980606902764, 1485.898647130179
-1.1510903348628148, 1516.5165643406037
-22.15494219716345, 1098.3620708494511
