d,t
152.06499854211972,-20.254056768412998
165.92700618240355,-20.34487018257202
185.08394085363142,-20.437658905067842
214.95667645148518,-20.423775063647774
241.02851239321075,-20.372768228470235
269.2829563227715,-20.329557572418185
300.55875935257836,-20.258523067952808
332.690542917322,-20.20064465292177
359.0801497793524,-20.15242566663974
386.53217708862906,-20.09064792367392
416.9870141269297,-20.06933803085809
444.80033733523544,-20.021071107998743
487.3346112587885,-19.948643306567938
527.5638206217054,-19.8762931167385
557.2402341402728,-19.839232617691973
590.2803463718479,-19.829748784363996
618.1189925981705,-19.798867703815496
648.5092194670458,-19.769108120831522
698.2396969506856,-19.75301742242109
727.6921828321588,-19.705347113632786
749.89351734043,-19.67948547904234
782.8921666431411,-19.674686326604284
827.8146553447214,-19.65131845568252
860.3081497578671,-19.633267004803432
888.3472051886729,-19.60946264477823
915.6421533656153,-19.619812777080384
947.4793056254973,-19.589762994195645
980.6450900952213,-19.582126290514214
1025.5273779662293,-19.556611804081395
1062.7879138025396,-19.54531159462121
1091.577252521837,-19.51922814170716
1120.4434088619262,-19.504733232299706
1147.7368881748014,-19.483529782504938
1182.1185298382109,-19.43278787331679
1213.2462055747806,-19.373537936821442
1259.1433464777667,-19.33628482742797
1290.8194662436931,-19.270608474418143
1324.221858579387,-19.200366336102256
1349.1865938149572,-19.119813887872407
1381.3197454369977,-19.0168494789798
1414.9015018983794,-18.879523003096942
1439.2142044432328,-18.789114618279587
1465.3021234980265,-18.654696760770012
1491.4671579163285,-18.518585933664603
1517.48339655735,-18.37727896845974
1539.3870616398895,-18.232989784910085
1563.0177100575017,-18.0834413057151
1586.7609052218547,-17.93388903706736
1607.277760312962,-17.784445399398518
1625.2435558112702,-17.63508765599206
1642.2500242778322,-17.485762213159063
1660.9728306321967,-17.336378981171595
1679.7536968162296,-17.186993794307707
1695.6209818009186,-17.03207213075775
1709.8411165104953,-16.88036128996838
1726.2432113534908,-16.730474792136754
1738.5697929835444,-16.603525101452487
1752.1837809411948,-16.45431388355245
1765.1064103117214,-16.305125943719318
1780.199584083684,-16.15586492158311
1794.4245400950722,-16.00663313236813
1804.9515315706803,-15.857525853743581
1816.3145845935078,-15.708390424898589
1827.790184363077,-15.559251206600843
1839.8285178663514,-15.410093041039337
1850.966477395697,-15.260965191099848
1862.663955037413,-15.111818502166678
1870.409658010396,-14.971068915978943
1885.7517589347644,-14.827058451049401
1897.8126017873874,-14.677899527597345
1912.2196274697603,-14.550298384012905
1921.5482938352911,-14.406640647015783
1931.3582017530912,-14.25755751261877
1942.1585210422136,-14.108441031037538
1953.8592143052642,-13.959294233834289
1966.5860282160725,-13.814620548764799
1980.7288270872914,-13.660883864132977
1994.0033883484211,-13.51168407474124
2014.3777128928482,-13.357974819780214
2030.1806504912206,-13.221206038704
