d,t
4.4600000e+02, -3.0100000e-01
4.2600000e+02, -2.8700000e-01
4.0600000e+02, -2.7300000e-01
3.8600000e+02, -2.5900000e-01
3.6600000e+02, -2.4500000e-01
3.4600000e+02, -3.7715000e-01
3.2600000e+02, -4.8623000e-01
3.0600000e+02, -9.1838000e-01
2.8600000e+02, -1.3351500e+00
2.6600000e+02, -1.7826900e+00
2.4600000e+02, -2.1610000e+00
2.2600000e+02, -2.4085400e+00
2.0600000e+02, -2.6945400e+00
1.8600000e+02, -3.0036200e+00
1.6600000e+02, -3.2203800e+00
1.4600000e+02, -3.3140800e+00
1.2600000e+02, -3.1616200e+00
1.0600000e+02, -2.8322300e+00
8.6000000e+01, -1.6720800e+00
6.6000000e+01, -1.8811500e+00
4.6000000e+01, -2.1133100e+00
2.6000000e+01, -5.6300800e+00
