d,t
8.0100000e+02, -1.4404231e+00
7.4100000e+02, -3.3368846e+00
7.2100000e+02, -4.3305769e+00
7.0100000e+02, -5.3550385e+00
6.8100000e+02, -6.4179615e+00
6.6100000e+02, -7.3731923e+00
6.4100000e+02, -8.3976538e+00
6.2100000e+02, -9.3298077e+00
6.0100000e+02, -9.9696538e+00
5.8100000e+02, -1.0947962e+01
5.6100000e+02, -1.1572423e+01
5.4100000e+02, -1.2012269e+01
5.2100000e+02, -1.2652115e+01
5.0100000e+02, -1.2630423e+01
4.8100000e+02, -1.2654885e+01
4.6100000e+02, -1.3817808e+01
4.4100000e+02, -1.3834577e+01
4.2100000e+02, -1.2997500e+01
4.0100000e+02, -1.3429654e+01
3.8100000e+02, -1.3261808e+01
3.6100000e+02, -1.3863192e+01
3.4100000e+02, -1.3472269e+01
3.2100000e+02, -1.3565962e+01
3.0100000e+02, -1.3782731e+01
2.8100000e+02, -1.3168731e+01
2.6100000e+02, -1.3131654e+01
2.4100000e+02, -1.2963808e+01
2.2100000e+02, -1.2095962e+01
2.0100000e+02, -1.2043500e+01
1.8100000e+02, -1.2152577e+01
1.6100000e+02, -1.1577038e+01
1.4100000e+02, -1.1301500e+01
1.2100000e+02, -1.1279808e+01
1.0100000e+02, -1.0573500e+01
8.1000000e+01, -1.0074885e+01
6.1000000e+01, -9.6993462e+00
4.1000000e+01, -9.5238077e+00
2.1000000e+01, -9.4867308e+00
1.0000000e+00, -9.6111923e+00
