t,d
-32.30050749947533, 1416.2282788777466
-32.29904546252037, 1460.9666096997846
-32.29795654779214, 1494.2874003834736
-32.238568180059765, 1356.086556332723
-32.248529057693936, 1540.1549248924762
-32.1649627227347, 1303.7349222717826
-32.17674806949336, 1585.6197775027895
-32.11813203387705, 1619.3340603663023
-32.098202965096434, 1251.4211167226501
-32.035789955654955, 1205.7743089705416
-32.02082348324335, 1663.748364765699
-31.97317721167113, 1166.2393782141826
-31.907833501324866, 1699.1432423137894
-31.910585651653918, 1126.056218079487
-31.810746205453555, 1084.9588520967661
-31.753428864679297, 1046.3416578495346
-31.750039430021324, 1736.7038273818798
-31.697058329523905, 1011.3436266093149
-31.617968431509432, 1769.3323436899832
-31.70423792887493, 107.22817263642276
-31.71896961232325, 145.30988328317608
-31.704779885354096, 188.41854920703383
-31.628205142042198, 967.2177772219557
-31.646004969988205, 226.99455240807458
-31.592539580476284, 266.05613919935126
-31.565979888114327, 915.8256507535143
-31.522170562494765, 300.90611805069136
-31.491224317935263, 856.7642222391914
-31.39313372586745, 1805.0771980198151
-31.444192381394807, 340.456583715899
-31.41897186038252, 804.9140429307743
-31.380832314144378, 388.9725748062557
-31.360434508070778, 752.4141211035476
-31.351696121843197, 433.1632706691894
-31.322699979099063, 701.2083546969432
-31.303247213313774, 481.67761411769834
-31.303578507013853, 634.4971016171514
-31.29092991361575, 532.6728354339173
-31.289499995869413, 576.428318471671
-31.184263597921124, 1841.1771990280004
-30.92751896638134, 1875.6233374999538
-30.63875207927952, 1912.2080478394364
-30.334028957770485, 1948.1823068743734
-29.99736950873715, 1983.665739822287
-29.64473670693974, 2019.0625431855237
-29.292243526740457, 2050.1869256460845
-28.93979367738197, 2079.9853843782284
-28.587377529788547, 2108.752569099381
-28.235062487490325, 2134.4259317875617
-27.882766703343563, 2159.5099950408903
-27.530480548272536, 2184.299408576793
-27.17819920773938, 2208.9414972539826
-26.825985270736346, 2231.521037909191
-26.473824293649848, 2252.4800051185557
-26.12161998572255, 2274.764896056338
-25.769497524938984, 2294.545264395999
-25.417346176928216, 2315.2095818879384
-25.06521890160678, 2335.137275086313
-24.71306273905815, 2355.948917436965
-24.36094027827458, 2375.7292857766265
-24.008851519256076, 2394.4783801052968
-23.656834978305568, 2411.017601553273
-23.304775106514267, 2428.882746729666
-22.952768194639493, 2445.1273184602155
-22.600674621083122, 2464.0237376475993
-22.248682152821953, 2479.8263348020105
-21.896673865364928, 2496.1129993493355
-21.536965035268164, 2515.240447641764
-21.192514562049926, 2533.0538175133292
-20.84049080320688, 2549.813906473067
-20.488603062887076, 2562.4118286215476
-20.128596379478697, 2579.0137971978274
-19.72886216305373, 2589.100215668281
-19.43281943933842, 2603.8899142978908
-19.080826971077244, 2619.692511452302
-18.728882648194734, 2634.0218600195835
-18.376952768925825, 2647.909234010726
-18.024926598899587, 2664.7431051761278
-17.67303042139574, 2677.5992051562794
-17.321076469437497, 2692.2232034409867
-16.969151404706455, 2705.963252573416
-16.61722633997541, 2719.703301705845
-16.265301275244365, 2733.443350838275
-15.91333287967252, 2748.5093236991206
-15.561436702168677, 2761.365423679272
-15.209449048445371, 2777.0206959749707
-14.857533612790057, 2790.466095389974
-14.505647064361948, 2803.0275456527
-14.153697926941572, 2817.504219078693
-13.801772862210527, 2831.2442682111227
-13.449881499244547, 2843.9530433325617
-13.097913103672706, 2859.0190161934083
-12.746026555244594, 2871.5804664561338
-12.39415445043008, 2883.69994214272
-12.042200498471836, 2898.3239404274273
-11.690313950043727, 2910.8853906901527
-11.338432216153478, 2923.299516094166
-10.9864686351195, 2938.218164096299
-10.63456764307779, 2951.2215889351633
-10.282676280111811, 2963.930364056602
-9.930823441277283, 2975.4603007557207
-9.569773353451218, 2989.071071358447
-9.133907405015542, 3006.5600087749535
-8.651188276925858, 3022.5983966818585
