Depth (m), Temperature (deg C)
-1.952287052139398327e+01,3.272672910981500536e+02
-1.952438867703211756e+01,3.273816875519793257e+02
-1.952679297402338676e+01,3.274960840058087683e+02
-1.952833726903714506e+01,3.276104804596380404e+02
-1.953040659149879588e+01,3.277248769134674262e+02
-1.953209698992355214e+01,3.278392733672967552e+02
-1.953242208105852384e+01,3.279536698211261410e+02
-1.953215286281269769e+01,3.280680662749554699e+02
-1.953325991284090080e+01,3.281824627287848557e+02
-1.953298743670273652e+01,3.282968591826142983e+02
-1.953436131893050387e+01,3.284112556364435704e+02
-1.953692235812994937e+01,3.285256520902729562e+02
-1.953844483566590995e+01,3.286400485441022852e+02
-1.953971020086308030e+01,3.287544449979316710e+02
-1.954095856094124883e+01,3.288688414517609999e+02
-1.954145055235990469e+01,3.289832379055903857e+02
-1.954235791746355488e+01,3.290976343594197147e+02
-1.954358152216670064e+01,3.292120308132491004e+02
-1.954353682720502761e+01,3.293264272670784294e+02
-1.954679898419562889e+01,3.294408237209078152e+02
-1.954887839184661757e+01,3.295552201747370873e+02
-1.955211986970280336e+01,3.296696166285665299e+02
-1.955399384590200640e+01,3.297840130823959157e+02
-1.955617194279453486e+01,3.298984095362252447e+02
-1.955533242213240896e+01,3.300128059900546305e+02
-1.955530010518452144e+01,3.301272024438839594e+02
-1.955518459565552192e+01,3.302415988977133452e+02
-1.955669944557484641e+01,3.303559953515426173e+02
-1.955768559730267242e+01,3.304703918053720599e+02
-1.955973731593483222e+01,3.305847882592013320e+02
-1.956168417536539650e+01,3.306991847130307747e+02
-1.956362162301250507e+01,3.308135811668600468e+02
-1.956557748776652872e+01,3.309279776206894894e+02
-1.956728909678263406e+01,3.310423740745187615e+02
-1.956916739787963877e+01,3.311567705283481473e+02
-1.957133616643461238e+01,3.312711669821775899e+02
-1.957189741246098436e+01,3.313855634360068620e+02
-1.957366622644975607e+01,3.314999598898363047e+02
-1.957478296240930149e+01,3.316143563436655768e+02
-1.957630081432287028e+01,3.317287527974950194e+02
-1.957704259156406934e+01,3.318431492513242915e+02
-1.957731334571690951e+01,3.319575457051536773e+02
-1.957762152516791332e+01,3.320719421589830063e+02
-1.957894600038553534e+01,3.321863386128123921e+02
-1.957893977104119188e+01,3.323007350666417210e+02
-1.958155879133284927e+01,3.324151315204711068e+02
-1.958515332568815026e+01,3.325295279743004357e+02
-1.958765613235101100e+01,3.326439244281298215e+02
-1.958861085272786084e+01,3.327583208819592073e+02
-1.958917822909923245e+01,3.328727173357885363e+02
-1.959086422437405517e+01,3.329871137896179221e+02
-1.959173007538010935e+01,3.331015102434472510e+02
-1.959319501969676836e+01,3.332159066972766368e+02
-1.959486119515115732e+01,3.333303031511059658e+02
-1.959468079675771435e+01,3.334446996049353515e+02
-1.959520901651593050e+01,3.335590960587646805e+02
-1.959496503515868682e+01,3.336734925125940663e+02
-1.959708916729983486e+01,3.337878889664233384e+02
-1.959771350530640177e+01,3.339022854202527810e+02
-1.959977178867131187e+01,3.340166818740820531e+02
-1.960282195903810987e+01,3.341310783279114958e+02
-1.960500984785207734e+01,3.342454747817408816e+02
-1.960743041147599541e+01,3.343598712355702105e+02
-1.960823987783676614e+01,3.344742676893995963e+02
-1.960989038113574523e+01,3.345886641432288684e+02
-1.961147815624124746e+01,3.347030605970583110e+02
-1.961204877867219309e+01,3.348174570508875831e+02
-1.961244099838347310e+01,3.349318535047170258e+02
-1.961349548368206896e+01,3.350462499585462979e+02
-1.961447181268011875e+01,3.351606464123757405e+02
-1.961528200944056266e+01,3.352750428662050126e+02
-1.961733078762232552e+01,3.353894393200343984e+02
-1.961885243568459458e+01,3.355038357738637274e+02
-1.962026663198492926e+01,3.356182322276931131e+02
-1.962056648204907816e+01,3.357326286815224421e+02
-1.962163749988285844e+01,3.358470251353518279e+02
-1.962303244615587516e+01,3.359614215891812705e+02
-1.962451684318369516e+01,3.360758180430105426e+02
-1.962638975408330921e+01,3.361902144968399284e+02
-1.962852104925404717e+01,3.363046109506692574e+02
-1.962964630317557280e+01,3.364190074044986432e+02
-1.962988349629021911e+01,3.365334038583279721e+02
-1.962995974421983902e+01,3.366478003121573579e+02
-1.963003300511169869e+01,3.367621967659866868e+02
-1.963126000383422110e+01,3.368765932198160726e+02
-1.963173705470741837e+01,3.369909896736454016e+02
-1.963261714744984587e+01,3.371053861274747874e+02
-1.963423856475199969e+01,3.372197825813040595e+02
-1.963576267659499663e+01,3.373341790351335021e+02
-1.963876411723600413e+01,3.374485754889628879e+02
-1.964073868007746171e+01,3.375629719427922169e+02
-1.964331259842035848e+01,3.376773683966216026e+02
-1.964547661690721014e+01,3.377917648504509316e+02
-1.964597753869285057e+01,3.379061613042803174e+02
-1.964559077000516396e+01,3.380205577581095895e+02
-1.964579815109446415e+01,3.381349542119390321e+02
-1.964646797478675921e+01,3.382493506657683042e+02
-1.964699377524699031e+01,3.383637471195977469e+02
-1.964691705424945312e+01,3.384781435734270190e+02
-1.964729572707829419e+01,3.385925400272564616e+02
-1.965053592812669692e+01,3.387069364810857337e+02
-1.965329534603249328e+01,3.388213329349151195e+02
-1.965640065806901760e+01,3.389357293887445621e+02
-1.965896519981183488e+01,3.390501258425738342e+02
-1.966021555252589437e+01,3.391645222964032769e+02
-1.966246078325748670e+01,3.392789187502325490e+02
-1.966284904854890314e+01,3.393933152040619916e+02
-1.966428208295781488e+01,3.395077116578912637e+02
-1.966467159477932469e+01,3.396221081117206495e+02
-1.966432889710811338e+01,3.397365045655499785e+02
-1.966458194205808852e+01,3.398509010193793642e+02
-1.966697544667250241e+01,3.399652974732086932e+02
-1.966865448910244396e+01,3.400796939270380790e+02
-1.966993431987352281e+01,3.401940903808674079e+02
-1.967077829428176727e+01,3.403084868346967937e+02
-1.967224432401672374e+01,3.404228832885261795e+02
-1.967380073711934330e+01,3.405372797423555085e+02
-1.967646895761111381e+01,3.406516761961848943e+02
-1.967956001076844075e+01,3.407660726500142232e+02
-1.968288675838955371e+01,3.408804691038436090e+02
-1.968573760776584436e+01,3.409948655576729379e+02
-1.968763620909835410e+01,3.411092620115023237e+02
-1.968861052434358072e+01,3.412236584653316527e+02
-1.968922298749593836e+01,3.413380549191610385e+02
-1.969018374570616103e+01,3.414524513729903106e+02
-1.969103598062099181e+01,3.415668478268197532e+02
-1.969191546976905016e+01,3.416812442806490253e+02
-1.969264236030256754e+01,3.417956407344784679e+02
-1.969473654931548268e+01,3.419100371883078537e+02
-1.969727022977795983e+01,3.420244336421371827e+02
-1.969859314963489538e+01,3.421388300959665685e+02
-1.970011772833847274e+01,3.422532265497958406e+02
-1.970081490727501716e+01,3.423676230036252832e+02
-1.970110228483471460e+01,3.424820194574545553e+02
-1.970115309507974288e+01,3.425964159112839980e+02
-1.970268308416883585e+01,3.427108123651132701e+02
-1.970372191953282481e+01,3.428252088189427127e+02
-1.970556771884724512e+01,3.429396052727719848e+02
-1.970719682118229699e+01,3.430540017266013706e+02
-1.970922559270933405e+01,3.431683981804306995e+02
-1.971080019974266406e+01,3.432827946342600853e+02
-1.971275993634765200e+01,3.433971910880895280e+02
-1.971465542362644996e+01,3.435115875419188001e+02
-1.971571190789828520e+01,3.436259839957482427e+02
-1.971649076394857758e+01,3.437403804495775148e+02
-1.971795304344028210e+01,3.438547769034069006e+02
-1.971948285804016621e+01,3.439691733572362295e+02
-1.972161404860087686e+01,3.440835698110656153e+02
-1.972312437721758371e+01,3.441979662648949443e+02
-1.972554705038306366e+01,3.443123627187243301e+02
-1.972632640619014666e+01,3.444267591725536590e+02
-1.972831167497070481e+01,3.445411556263830448e+02
-1.973137629746284105e+01,3.446555520802123738e+02
-1.973454544695232826e+01,3.447699485340417596e+02
-1.973699193354607573e+01,3.448843449878710317e+02
-1.973941162703488317e+01,3.449987414417004743e+02
-1.974197638059606419e+01,3.451131378955298601e+02
-1.974249391144507726e+01,3.452275343493591890e+02
-1.974316416188761636e+01,3.453419308031885748e+02
-1.974482552360119314e+01,3.454563272570179038e+02
-1.974627813892324468e+01,3.455707237108472896e+02
-1.974728347235101111e+01,3.456851201646765617e+02
-1.974905878166326545e+01,3.457995166185060043e+02
-1.975009449821219221e+01,3.459139130723352764e+02
-1.975133281502266769e+01,3.460283095261647190e+02
-1.975265062542902683e+01,3.461427059799939911e+02
-1.975526873313905085e+01,3.462571024338234338e+02
-1.975777700253965108e+01,3.463714988876527059e+02
-1.976093543902517524e+01,3.464858953414820917e+02
-1.976336193349115433e+01,3.466002917953115343e+02
-1.976478302453055136e+01,3.467146882491408064e+02
-1.976601856241162380e+01,3.468290847029702491e+02
-1.976738814895942653e+01,3.469434811567995212e+02
-1.976855684633011734e+01,3.470578776106289638e+02
-1.977089927381549472e+01,3.471722740644582359e+02
-1.977388031287393844e+01,3.472866705182876217e+02
-1.977589566524902054e+01,3.474010669721169506e+02
-1.977792713648527823e+01,3.475154634259463364e+02
-1.977881134686850118e+01,3.476298598797756654e+02
-1.977888927967533661e+01,3.477442563336050512e+02
-1.977994934995079745e+01,3.478586527874343801e+02
-1.978144048930014165e+01,3.479730492412637659e+02
-1.978414829528527363e+01,3.480874456950931517e+02
-1.978592366418831361e+01,3.482018421489224806e+02
-1.978682339188094375e+01,3.483162386027518664e+02
-1.978859790646905381e+01,3.484306350565811954e+02
-1.978911731480245706e+01,3.485450315104105812e+02
-1.979112214163744099e+01,3.486594279642399101e+02
-1.979265339607217555e+01,3.487738244180692959e+02
-1.979407064306765207e+01,3.488882208718986249e+02
-1.979632218959552148e+01,3.490026173257280107e+02
-1.979857963586066560e+01,3.491170137795572828e+02
-1.980032215458514244e+01,3.492314102333867254e+02
-1.980105858311376466e+01,3.493458066872159975e+02
-1.980136745204848836e+01,3.494602031410454401e+02
-1.980211600007955042e+01,3.495745995948748259e+02
-1.980402663994247092e+01,3.496889960487041549e+02
-1.980438875278616351e+01,3.498033925025335407e+02
-1.980575364258242743e+01,3.499177889563628128e+02
-1.980728788501902926e+01,3.500321854101922554e+02
-1.980883443970704505e+01,3.501465818640215275e+02
-1.980986903175006120e+01,3.502609783178509701e+02
-1.981170927802962822e+01,3.503753747716802422e+02
-1.981281499139757329e+01,3.504897712255096849e+02
-1.981463374355181628e+01,3.506041676793389570e+02
-1.981706541360277285e+01,3.507185641331683428e+02
-1.981958612396631381e+01,3.508329605869976717e+02
-1.982084573662606886e+01,3.509473570408270575e+02
-1.982211072325272028e+01,3.510617534946565002e+02
-1.982081300358591136e+01,3.511761499484857723e+02
-1.982015026485506581e+01,3.512905464023152149e+02
-1.982164172853698858e+01,3.514049428561444870e+02
-1.982271009134649375e+01,3.515193393099738728e+02
-1.982441386446456022e+01,3.516337357638032017e+02
-1.982626468228740180e+01,3.517481322176325875e+02
-1.982804835214221839e+01,3.518625286714619165e+02
-1.983129096522788970e+01,3.519769251252913023e+02
-1.983307367613283034e+01,3.520913215791206312e+02
-1.983428502572629526e+01,3.522057180329500170e+02
-1.983573311360960645e+01,3.523201144867792891e+02
-1.983782467952707762e+01,3.524345109406087317e+02
-1.984052781176631086e+01,3.525489073944381175e+02
-1.984222066893922332e+01,3.526633038482674465e+02
-1.984332655233276910e+01,3.527777003020968323e+02
-1.984480262302780673e+01,3.528920967559261612e+02
-1.984686087124589449e+01,3.530064932097555470e+02
-1.984854243974386989e+01,3.531208896635848760e+02
-1.985054769346319858e+01,3.532352861174142618e+02
-1.985123562049099277e+01,3.533496825712435339e+02
-1.985129689057800206e+01,3.534640790250729765e+02
-1.985007717827965124e+01,3.535784754789022486e+02
-1.984972440300508723e+01,3.536928719327316912e+02
-1.984926612984819982e+01,3.538072683865609633e+02
-1.985061464072675719e+01,3.539216648403904060e+02
-1.985163410639095360e+01,3.540360612942196781e+02
-1.985478783142715997e+01,3.541504577480490639e+02
-1.985783953745899666e+01,3.542648542018785065e+02
-1.985967509251042884e+01,3.543792506557077786e+02
-1.986194786266840495e+01,3.544936471095372212e+02
-1.986263174607692150e+01,3.546080435633664933e+02
-1.986190156485869807e+01,3.547224400171959360e+02
-1.986091285823447805e+01,3.548368364710252081e+02
-1.986071086191763513e+01,3.549512329248545939e+02
-1.986066308227614741e+01,3.550656293786839228e+02
-1.986161723046062022e+01,3.551800258325133086e+02
-1.986233090476112650e+01,3.552944222863426376e+02
-1.986346609687883458e+01,3.554088187401720234e+02
-1.986436287413626189e+01,3.555232151940013523e+02
-1.986571287840988376e+01,3.556376116478307381e+02
-1.986702060591474961e+01,3.557520081016601239e+02
-1.986875154710334712e+01,3.558664045554894528e+02
-1.986994299169401756e+01,3.559808010093188386e+02
-1.987113573345022033e+01,3.560951974631481676e+02
-1.987269356825197164e+01,3.562095939169775534e+02
-1.987443028003905354e+01,3.563239903708068823e+02
-1.987656423254790994e+01,3.564383868246362681e+02
-1.987972290641475936e+01,3.565527832784655970e+02
-1.987981474736012188e+01,3.566671797322949828e+02
-1.988036794791968376e+01,3.567815761861242549e+02
-1.988077175095397564e+01,3.568959726399536976e+02
-1.988217473967915794e+01,3.570103690937829697e+02
-1.988355300586493613e+01,3.571247655476124123e+02
-1.988396559862003699e+01,3.572391620014417981e+02
-1.988541780799355863e+01,3.573535584552711271e+02
-1.988724258173561310e+01,3.574679549091005129e+02
-1.988752777726386967e+01,3.575823513629297850e+02
-1.989062186792229525e+01,3.576967478167592276e+02
-1.989242362560492694e+01,3.578111442705884997e+02
-1.989404597247359163e+01,3.579255407244179423e+02
-1.989503492807303431e+01,3.580399371782472144e+02
-1.989722217757252665e+01,3.581543336320766571e+02
-1.989812410528583442e+01,3.582687300859059292e+02
-1.989966126100372179e+01,3.583831265397353150e+02
-1.990110113471269315e+01,3.584975229935646439e+02
-1.990195136327792014e+01,3.586119194473940297e+02
-1.990340842983625791e+01,3.587263159012234723e+02
-1.990401942580616534e+01,3.588407123550527444e+02
-1.990458157885933232e+01,3.589551088088821871e+02
-1.990512789445290309e+01,3.590695052627114592e+02
-1.990577558605853881e+01,3.591839017165408450e+02
-1.990558346787568667e+01,3.592982981703701739e+02
-1.990762246213749975e+01,3.594126946241995597e+02
-1.990916860541510047e+01,3.595270910780288887e+02
-1.991001016330980278e+01,3.596414875318582745e+02
-1.990969316318846793e+01,3.597558839856876034e+02
-1.991019213781867592e+01,3.598702804395169892e+02
-1.991166091190005361e+01,3.599846768933462613e+02
-1.991232645272375024e+01,3.600990733471757039e+02
-1.991385508234472113e+01,3.602134698010050897e+02
-1.991572961016214904e+01,3.603278662548344187e+02
-1.991766816695997377e+01,3.604422627086638045e+02
-1.991849998568406122e+01,3.605566591624931334e+02
-1.991986877605640416e+01,3.606710556163225192e+02
-1.992130238091582584e+01,3.607854520701518481e+02
-1.992224153363924088e+01,3.608998485239812339e+02
-1.992334559283420603e+01,3.610142449778105060e+02
-1.992412987842109473e+01,3.611286414316399487e+02
-1.992510995862049228e+01,3.612430378854692208e+02
-1.992634795435633421e+01,3.613574343392986634e+02
-1.992818828728660918e+01,3.614718307931279355e+02
-1.993007058303498980e+01,3.615862272469573782e+02
-1.993072941319098845e+01,3.617006237007867639e+02
-1.993204697755464139e+01,3.618150201546160361e+02
-1.993256904793583928e+01,3.619294166084454787e+02
-1.993338176212681034e+01,3.620438130622747508e+02
-1.993576880885901303e+01,3.621582095161041934e+02
-1.993746591093382392e+01,3.622726059699334655e+02
-1.993890251086699550e+01,3.623870024237629082e+02
-1.993974664985088552e+01,3.625013988775921803e+02
-1.994092249176151554e+01,3.626157953314215661e+02
-1.994252002092979481e+01,3.627301917852508950e+02
-1.994365494720866039e+01,3.628445882390802808e+02
-1.994580155785078546e+01,3.629589846929096097e+02
-1.994707366972613372e+01,3.630733811467389955e+02
-1.994603328546323340e+01,3.631877776005683245e+02
-1.994511712265461867e+01,3.633021740543977103e+02
-1.994532328434134527e+01,3.634165705082270961e+02
-1.994651550787254024e+01,3.635309669620564250e+02
-1.994875983360078564e+01,3.636453634158858108e+02
-1.995117156530864477e+01,3.637597598697151398e+02
-1.995450000373180544e+01,3.638741563235445255e+02
-1.995724920719565176e+01,3.639885527773738545e+02
-1.995920494237686782e+01,3.641029492312032403e+02
-1.996079165869555538e+01,3.642173456850325124e+02
-1.996295072000125970e+01,3.643317421388619550e+02
-1.996454272723590151e+01,3.644461385926912271e+02
-1.996611516582172996e+01,3.645605350465206698e+02
-1.996573780458270875e+01,3.646749315003499419e+02
-1.996584034497239202e+01,3.647893279541793845e+02
-1.996669283128388273e+01,3.649037244080087703e+02
-1.996727491066711124e+01,3.650181208618380992e+02
-1.997126556797321939e+01,3.651325173156674850e+02
-1.997553840666770597e+01,3.652469137694967571e+02
-1.997930778221153147e+01,3.653613102233261998e+02
-1.998219377956509035e+01,3.654757066771554719e+02
-1.998328009992981791e+01,3.655901031309849145e+02
-1.998161563164702414e+01,3.657044995848141866e+02
-1.998089539505186707e+01,3.658188960386436293e+02
-1.998043168650891488e+01,3.659332924924729014e+02
-1.998056237697377213e+01,3.660476889463022871e+02
-1.998153968464441732e+01,3.661620854001316161e+02
-1.998199379732965753e+01,3.662764818539610019e+02
-1.998325391113278826e+01,3.663908783077904445e+02
-1.998468106382474474e+01,3.665052747616197166e+02
-1.998661230132320199e+01,3.666196712154491593e+02
-1.998860754954684538e+01,3.667340676692784314e+02
-1.999021643026965833e+01,3.668484641231078172e+02
-1.999240847100626794e+01,3.669628605769371461e+02
-1.999388304597039223e+01,3.670772570307665319e+02
-1.999635738422704279e+01,3.671916534845958608e+02
-1.999761044520525388e+01,3.673060499384252466e+02
-2.000095562785308090e+01,3.674204463922545756e+02
-2.000328804891741186e+01,3.675348428460839614e+02
-2.000539959314616212e+01,3.676492392999132335e+02
-2.000765419190293315e+01,3.677636357537426761e+02
-2.000877573939482446e+01,3.678780322075720619e+02
-2.000921495488449864e+01,3.679924286614013909e+02
-2.001114720429159988e+01,3.681068251152307766e+02
-2.001257049385045050e+01,3.682212215690601056e+02
-2.001302827307887000e+01,3.683356180228894914e+02
-2.001285791250346691e+01,3.684500144767187635e+02
-2.001344986684352278e+01,3.685644109305482061e+02
-2.001402601469442644e+01,3.686788073843774782e+02
-2.001733150974661868e+01,3.687932038382069209e+02
-2.001940850851685028e+01,3.689076002920361930e+02
-2.002208167148382145e+01,3.690219967458656356e+02
-2.002239011147328540e+01,3.691363931996949077e+02
-2.002265315532784129e+01,3.692507896535243503e+02
-2.002370364121096813e+01,3.693651861073537361e+02
-2.002490564342257784e+01,3.694795825611830082e+02
-2.002604246685792688e+01,3.695939790150124509e+02
-2.002640732761875597e+01,3.697083754688417230e+02
-2.002633848965469454e+01,3.698227719226711656e+02
-2.002461479584443182e+01,3.699371683765004377e+02
-2.002403992486005180e+01,3.700515648303298804e+02
-2.002577270567169521e+01,3.701659612841591525e+02
-2.002834909850082212e+01,3.702803577379885382e+02
-2.002970639874572356e+01,3.703947541918178672e+02
-2.003135586837439419e+01,3.705091506456472530e+02
-2.003260944126262544e+01,3.706235470994765819e+02
-2.003316307327421697e+01,3.707379435533059677e+02
-2.003380364287563253e+01,3.708523400071352967e+02
-2.003499338919467476e+01,3.709667364609646825e+02
-2.003599386190034082e+01,3.710811329147940683e+02
-2.003703292762525479e+01,3.711955293686233972e+02
-2.003812598060597594e+01,3.713099258224527830e+02
-2.003728657678702874e+01,3.714243222762821119e+02
-2.003744883497968488e+01,3.715387187301114977e+02
-2.003817758329025267e+01,3.716531151839408267e+02
-2.004020449512036350e+01,3.717675116377702125e+02
-2.004189910846734790e+01,3.718819080915994846e+02
-2.004311787889760410e+01,3.719963045454289272e+02
-2.004510128844534478e+01,3.721107009992581993e+02
-2.004716096362943389e+01,3.722250974530876420e+02
-2.005003511942176075e+01,3.723394939069169141e+02
-2.005245051022606617e+01,3.724538903607463567e+02
-2.005482929822002447e+01,3.725682868145757425e+02
-2.005511599658067468e+01,3.726826832684050714e+02
-2.005552081718300528e+01,3.727970797222344572e+02
-2.005757127106548054e+01,3.729114761760637293e+02
-2.005911272287577418e+01,3.730258726298931720e+02
-2.006090718983925925e+01,3.731402690837224441e+02
-2.006182005238625266e+01,3.732546655375518867e+02
-2.006255426323540192e+01,3.733690619913811588e+02
-2.006332844943896987e+01,3.734834584452106014e+02
-2.006334135530525842e+01,3.735978548990398735e+02
-2.006396225693179147e+01,3.737122513528692593e+02
-2.006429687216399316e+01,3.738266478066985883e+02
-2.006505659426419186e+01,3.739410442605279741e+02
-2.006619400557109500e+01,3.740554407143574167e+02
-2.006911074684956020e+01,3.741698371681866888e+02
-2.007128137215224939e+01,3.742842336220161314e+02
-2.007215802499011659e+01,3.743986300758454036e+02
-2.007410192697215479e+01,3.745130265296747893e+02
-2.007377326793971761e+01,3.746274229835041183e+02
-2.007487594067258740e+01,3.747418194373335041e+02
-2.007412124713079749e+01,3.748562158911628330e+02
-2.007428130876497008e+01,3.749706123449922188e+02
-2.007422215500161755e+01,3.750850087988215478e+02
-2.007585045019036585e+01,3.751994052526509336e+02
-2.007675228146566226e+01,3.753138017064802057e+02
-2.007877234150078394e+01,3.754281981603096483e+02
-2.008056773452450727e+01,3.755425946141390341e+02
-2.008091269706798343e+01,3.756569910679683630e+02
-2.008020863845469606e+01,3.757713875217977488e+02
-2.007687522063111629e+01,3.758857839756270778e+02
-2.007335001067242430e+01,3.760001804294564636e+02
-2.007399997878812670e+01,3.761145768832857357e+02
-2.007540818708853436e+01,3.762289733371151783e+02
-2.008297583576024792e+01,3.763433697909444504e+02
-2.009428588431158857e+01,3.764577662447738930e+02
-2.009765888232893261e+01,3.765721626986031652e+02
-2.009327821817634430e+01,3.766865591524326078e+02
-2.009027234801629902e+01,3.768009556062618799e+02
-2.008856316630594208e+01,3.769153520600913225e+02
-2.008779174763986219e+01,3.770297485139207083e+02
-2.008876670667324049e+01,3.771441449677499804e+02
-2.008924359749296329e+01,3.772585414215794231e+02
-2.009172791390399482e+01,3.773729378754086952e+02
-2.009373133511005349e+01,3.774873343292381378e+02
-2.009745441991186965e+01,3.776017307830674099e+02
-2.010108282877738972e+01,3.777161272368968525e+02
-2.010279246662345187e+01,3.778305236907261246e+02
-2.010340124285729146e+01,3.779449201445555104e+02
-2.010274540672109822e+01,3.780593165983848394e+02
-2.010103309032206909e+01,3.781737130522142252e+02
-2.010013578648373667e+01,3.782881095060435541e+02
-2.009962395606527252e+01,3.784025059598729399e+02
-2.009862982199648940e+01,3.785169024137023825e+02
-2.010037952567078889e+01,3.786312988675316547e+02
-2.010191956132084101e+01,3.787456953213610404e+02
-2.010257477489773237e+01,3.788600917751903694e+02
-2.010375033738627337e+01,3.789744882290197552e+02
-2.010516584054946776e+01,3.790888846828490841e+02
-2.010627950286806964e+01,3.792032811366784699e+02
-2.010813853148225405e+01,3.793176775905077989e+02
-2.011056625279816146e+01,3.794320740443371847e+02
-2.011177995409715891e+01,3.795464704981664568e+02
-2.011235836173599267e+01,3.796608669519958994e+02
-2.011287647378530608e+01,3.797752634058251715e+02
-2.011280277202184763e+01,3.798896598596546141e+02
-2.011281340735385825e+01,3.800040563134838862e+02
-2.011412825244338265e+01,3.801184527673133289e+02
-2.011413828444150198e+01,3.802328492211427147e+02
-2.011555402058212749e+01,3.803472456749719868e+02
-2.011598224398588641e+01,3.804616421288014294e+02
-2.011593856858510421e+01,3.805760385826307015e+02
-2.011539552754123505e+01,3.806904350364601441e+02
-2.011623965714770890e+01,3.808048314902894163e+02
-2.011880719382943283e+01,3.809192279441188589e+02
-2.012048832566954815e+01,3.810336243979481310e+02
-2.012272771901076851e+01,3.811480208517775736e+02
-2.012529582812336315e+01,3.812624173056068457e+02
-2.012597907721313817e+01,3.813768137594362315e+02
-2.012749858162701955e+01,3.814912102132655605e+02
-2.012796884872642167e+01,3.816056066670949463e+02
-2.012817190025719327e+01,3.817200031209243889e+02
-2.012940718219659431e+01,3.818343995747536610e+02
-2.013084869449734882e+01,3.819487960285831036e+02
-2.013206652510832484e+01,3.820631924824123757e+02
-2.013455817514178392e+01,3.821775889362417615e+02
-2.013569809426912371e+01,3.822919853900710905e+02
-2.013744285777162801e+01,3.824063818439004763e+02
-2.013864358035766600e+01,3.825207782977298052e+02
-2.013857024891817460e+01,3.826351747515591910e+02
-2.013810241275051283e+01,3.827495712053885200e+02
-2.013828231076521647e+01,3.828639676592179057e+02
-2.013893468488976524e+01,3.829783641130471779e+02
-2.013954223181981007e+01,3.830927605668766205e+02
-2.014072689272235550e+01,3.832071570207060063e+02
-2.014205333202900405e+01,3.833215534745353352e+02
-2.014432195361278488e+01,3.834359499283647210e+02
-2.014503520542182713e+01,3.835503463821940500e+02
-2.014791276963001110e+01,3.836647428360234358e+02
-2.014924585069271856e+01,3.837791392898527079e+02
-2.014982699021545187e+01,3.838935357436821505e+02
-2.015163750666699016e+01,3.840079321975114226e+02
-2.015260516910272415e+01,3.841223286513408652e+02
-2.015364875527747301e+01,3.842367251051701373e+02
-2.015518858030844029e+01,3.843511215589995800e+02
-2.015622036606523793e+01,3.844655180128288521e+02
-2.015675757863198925e+01,3.845799144666582379e+02
-2.015755784781872251e+01,3.846943109204876805e+02
-2.015857569441775610e+01,3.848087073743169526e+02
-2.016009392491605112e+01,3.849231038281463952e+02
-2.016146387082878277e+01,3.850375002819756673e+02
-2.016315447315865228e+01,3.851518967358051100e+02
-2.016528637886047548e+01,3.852662931896343821e+02
-2.016532978099679951e+01,3.853806896434638247e+02
-2.016551115546163686e+01,3.854950860972930968e+02
-2.016587963865296729e+01,3.856094825511224826e+02
-2.016600066515782430e+01,3.857238790049518116e+02
-2.016649042328344166e+01,3.858382754587811974e+02
-2.016746485367094266e+01,3.859526719126105263e+02
-2.016987762861527855e+01,3.860670683664399121e+02
-2.017209746935983716e+01,3.861814648202693547e+02
-2.017417973453803626e+01,3.862958612740986268e+02
-2.017787491443263193e+01,3.864102577279280126e+02
-2.018047912512578890e+01,3.865246541817573416e+02
-2.018285354759917638e+01,3.866390506355867274e+02
-2.018482177909541520e+01,3.867534470894160563e+02
-2.018479485668558837e+01,3.868678435432454421e+02
-2.018464897517354473e+01,3.869822399970747711e+02
-2.018524244207435814e+01,3.870966364509041568e+02
-2.018639211434201641e+01,3.872110329047334289e+02
-2.018695506557455843e+01,3.873254293585628716e+02
-2.018937133032308040e+01,3.874398258123921437e+02
-2.018999952970934331e+01,3.875542222662215863e+02
-2.018972943907665751e+01,3.876686187200509721e+02
-2.018973077090279133e+01,3.877830151738803011e+02
-2.019037420417175355e+01,3.878974116277096869e+02
-2.019110700377376943e+01,3.880118080815389590e+02
-2.019151548421423570e+01,3.881262045353684016e+02
-2.019169197854460762e+01,3.882406009891976737e+02
-2.019173505843183847e+01,3.883549974430271163e+02
-2.019167557611633157e+01,3.884693938968563884e+02
-2.019374692275556527e+01,3.885837903506858311e+02
-2.019589168128479884e+01,3.886981868045151032e+02
-2.019701148008987701e+01,3.888125832583445458e+02
-2.019722035925981984e+01,3.889269797121738179e+02
-2.019748920597748310e+01,3.890413761660032037e+02
-2.019742412737540960e+01,3.891557726198325327e+02
-2.019817256729044885e+01,3.892701690736619184e+02
-2.019977994520902698e+01,3.893845655274913611e+02
-2.020214210654150122e+01,3.894989619813206332e+02
-2.020224550051088386e+01,3.896133584351500758e+02
-2.020265050685626917e+01,3.897277548889793479e+02
-2.020155177185527506e+01,3.898421513428087337e+02
-2.020076911480485293e+01,3.899565477966380627e+02
-2.020211174995164427e+01,3.900709442504674485e+02
-2.020344266489248142e+01,3.901853407042967774e+02
-2.020518458543353901e+01,3.902997371581261632e+02
-2.020743529516948911e+01,3.904141336119554921e+02
-2.020897074473823452e+01,3.905285300657848779e+02
-2.021034458751058693e+01,3.906429265196141500e+02
-2.021253117777646224e+01,3.907573229734435927e+02
-2.021566921874837419e+01,3.908717194272729785e+02
-2.021735422705999952e+01,3.909861158811023074e+02
-2.021893431579506384e+01,3.911005123349316932e+02
