t,d
-0.63084752868,666.0
-0.8116906588799999,656.0
-1.05503378908,646.0
-1.42337691928,636.0
-1.7917200494799999,626.0
-2.16006317968,616.0
-2.6534063098800003,606.0
-3.0217494400800002,596.0
-3.5150925702800007,586.0
-3.94593570048,576.0
-4.31427883068,566.0
-4.745121960880001,556.0
-5.17596509108,546.0
-5.481808221280001,536.0
-5.91265135148,526.0
-6.711837611880001,506.0
-7.38602387228,486.0
-7.93521013268,466.0
-8.73439639308,446.0
-9.34608265348,426.0
-9.83276891388,406.0
-10.25695517428,386.0
-10.68114143468,366.0
-10.917827695080002,346.0
-11.21701395548,326.0
-11.453700215880001,306.0
-11.56538647628,286.0
-11.73957273668,266.0
-11.788758997079999,246.0
-11.837945257480001,226.0
-11.82463151788,206.0
-11.811317778280001,186.0
-11.79800403868,166.0
-11.72219029908,146.0
-11.58387655948,126.0
-11.19556281988,106.0
-11.244749080280002,86.0
-10.918935340680001,66.0
-10.59312160108,46.0
