d,t
5, -0.5085102766
15, -0.6893534068
25, -0.870196537
35, -1.2385396672
45, -1.6068827974
55, -1.9752259276
75, -2.836912188
85, -3.2052553182
95, -3.6360984484
105, -4.0669415786
115, -4.4977847088
125, -4.928627839
135, -5.2969709692
145, -5.6653140994
165, -6.4020003598
185, -7.1386866202
205, -7.8753728806
225, -8.674559141
245, -9.0987454014
265, -9.6479316618
285, -10.2596179222
305, -10.4963041826
