t,d
-10.808535429094029, 404.89053208605793
-10.741043664513132, 464.8087894966658
-10.685275353055838, 365.3047841154588
-10.617545136381123, 504.7137828786422
-10.551306989110355, 524.9306943136194
-10.431556544589316, 345.1845193830312
-10.246736173871259, 564.9321739291117
-10.056091031866748, 304.6672958802392
-10.310071952024341, 585.1934102797262
-9.742722694557857, 284.9385004766438
-9.755449182682717, 595.1534675721784
-9.554349186616527, 265.5323525371075
-9.232161922142879, 604.8002643887944
-8.993074423246977, 245.5993259276682
-8.929300651689399, 625.0826711207842
-8.556810262601623, 225.0046893282796
-8.17823393407885, 204.68932827977557
-7.876408382587504, 195.12548047006413
-7.555359863098337, 185.07483572464264
-6.869082896025312, 165.2793202111535
-6.711421905869742, 159.8468450497071
-6.2462127137327865, 145.42217352598766
-5.809786401955705, 134.9457675462752
-5.488729513437434, 125.41735021689988
-5.052300658506127, 115.09963706087774
-4.683172605986259, 105.21185343095055
-4.1794286678543955, 95.35533198955534
-3.9929103492425444, 90.62015249993294
-3.7487186987814525, 84.70088040277619
-3.3795932323583795, 74.65172433299881
-2.8662341481809435, 64.78031613515975
-2.3721089632702483, 54.713593692778886
-2.002988778782882, 44.334844835337435
-1.5569259117050578, 35.179489622441906
-1.0628024874396083, 25.002902917506276
-0.7513641994578162, 15.273812111269308
-0.370531737282942, 5.306408345265822
-10.365776394734487, 545.5180442374854
-10.684057938568998, 484.7497089639115
-10.742388286916807, 444.9359720605354
-10.800405211784724, 424.67986030267747
-10.676043252440223, 384.8661233993014
-10.369313602579027, 324.7962747380676
