t,d
-14.126729596461068, -406.9935616103
-13.572910617778625, -454.5951023562
-12.727361347740075, -496.5313163975
-11.950098200147206, -354.6973586947
-11.67917209396018, -514.59283261809
-11.25821124017698, -306.70823730525
-10.168617381262582, -299.6722282060
-10.088289316965394, -536.4799896830
-8.483308005643686, -554.47054825836
-8.398796874901471, -263.89273989733
-6.5489382626680275, -576.5086869564
-6.422975928931979, -227.80877219211
-4.751053441494477, -594.53701331920
-4.524207788409768, -191.85888738127
-2.881413195915094, -155.98362456246
-2.7224650669195256, -621.4709856500
-1.7600224006524314, -120.3268163421
-1.5221987857363644, -644.4625245882
-1.4447058996657312, -12.14990937022
-0.9511030529146716, -50.22199187735
-0.8465470142656848, -84.05600047391
-0.8242146564959754, -666.4381868705
-0.5993257266189964, -3.879905763013
-0.6008910787990764, -674.8136091419
-0.6280907453134539, -684.1958302348
-0.5967037617172863, -698.2978699396
-0.5663774349732158, -692.4962308951
-0.47840148012293326, -687.309060443
-0.5003954688354995, -703.8711909590
-0.3801443116140817, -694.9007488617
-0.3664013222173672, -699.9150909598
