t,d
-10.370034553516684,316.83702650468484
-10.11984442532469,377.02271676499686
-9.993379410600005,276.91014577111906
-9.871140138915486,397.00567961336304
-9.748765394846526,256.4738236236944
-9.502454357480424,417.09987458734736
-9.365925761174907,236.84589990608077
-8.99523186415807,435.9815086635961
-8.675071311592545,197.09346335757238
-8.430357435252859,457.3823623694557
-8.176831939330679,176.52185160815026
-7.870911362945829,156.6431025853003
-7.8098487208976515,476.7690213876375
-7.430380543655268,137.085196245494
-7.187261214677122,496.8738506183463
-6.932152072178386,117.19379347966685
-6.776056044076549,507.2364225337857
-6.3744510312403895,516.6488389487836
-6.243699747336116,96.89915810430057
-6.001697899781486,526.4186533043141
-5.619337697865242,536.7072711219092
-5.545633592558421,76.70153475842608
-5.1215877388547115,546.6750462564606
-5.057017995677397,56.653506773970435
-4.613843122872668,37.32405245471614
-4.614157854260599,557.5844090736463
-4.120757107149588,566.582758291014
-3.6262284154028213,577.2470516778866
-3.19004801435079,587.2391884630588
-2.6241784633714342,596.8273046931992
-2.1267068064427512,607.0343989821154
-1.6816093679228246,617.2420914106392
-1.2477364486378164,627.050188895611
-0.8083625486988897,636.8499116112621
-0.4235760480888864,647.0602422609307
-9.059729560311633,217.1594877764843
-10.243709143010657,297.48544819557634
-10.302028297662757,336.6006984866126
-10.244682994537476,358.25378346915033
