t,d
-12.050795788247914,215.24766655606368
-11.992029265929025,254.77291954388716
-11.87146383013038,175.30677822118827
-11.744688977641225,135.4387233457943
-11.738565315376697,294.77147340183234
-11.551537017250435,114.64045293169147
-11.364604240399053,334.8177861011286
-11.485819334599807,95.4624067029797
-11.112243055391247,55.20559412243381
-11.032254382310525,345.7289754730502
-10.929475154375664,34.936731285114206
-10.755003269544522,354.8959487401562
-10.309339437227019,394.88620067149196
-9.928782086972092,415.0806296502505
-9.428529512536596,435.39159612825244
-8.932132862385432,454.7114585065692
-8.579172819319956,465.20145859145146
-8.239978536841672,475.0475901247779
-7.561597071763347,494.79060053332216
-7.3811102551192675,500.60546162186347
-6.933200241913607,515.5188396156155
-6.49775480993009,524.8711253494668
-6.0540409949416825,534.920281419244
-5.824476740689981,540.2820941101045
-5.617391028561128,544.8003239358201
-5.253375911043889,554.6963501277361
-4.8101930632906305,564.7521503919683
-4.29954387402381,574.8093783919062
-3.872209600924744,584.8995292807613
-3.3692190863568285,594.8577524616398
-2.9367302126102786,604.8021235792661
-2.4316336517534123,615.2791415700767
-2.080342461270753,622.6591660098774
-1.9400273925145617,624.9181302829377
-1.3702001507667383,635.340385686086
-0.99731592616315,644.2878473452448
-0.4985399152963179,655.7818261103175
-11.9920636697412,194.80791618160652
-11.80873332139339,154.9941792782305
-11.297841855467002,75.36670547147867
-11.935020596400108,235.32013969732236
-11.868339751052208,274.4353899883585
-11.561296677711113,314.9476135040743
-10.485336258619146,375.0174621653086
