from_surface,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,camp_vi,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,foxx2,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s2a,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,m2020_14n,m2020_14sa,m2020_14sb,m2020_14w,m2020_15ca,m2020_15cb,m2020_15e,m2020_15n,m2020_15s,meighan,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,td41,td42,td51,td52,tuto_ramp
2111,,,,,,,,,,,,,,-28.7460,-28.5592,,,,,,,,,,,,,,,,,,,,-8.5591,,,,,,,,,,,,,-14.4127,-26.6999,,,,,,,,,,,,
2112,,,,,,,,,,,,,,-28.7320,-28.5451,,,,,,,,,,,,,,,,,,,,-8.5389,,,,,,,,,,,,,-14.3876,-26.6845,,,,,,,,,,,,
2113,,,,,,,,,,,,,,-28.7180,-28.5310,,,,,,,,,,,,,,,,,,,,-8.5187,,,,,,,,,,,,,-14.3626,-26.6690,,,,,,,,,,,,
2114,,,,,,,,,,,,,,-28.7040,-28.5169,,,,,,,,,,,,,,,,,,,,-8.4985,,,,,,,,,,,,,-14.3375,-26.6535,,,,,,,,,,,,
2115,,,,,,,,,,,,,,-28.6900,-28.5028,,,,,,,,,,,,,,,,,,,,-8.4783,,,,,,,,,,,,,-14.3125,-26.6380,,,,,,,,,,,,
2116,,,,,,,,,,,,,,-28.6760,-28.4887,,,,,,,,,,,,,,,,,,,,-8.4581,,,,,,,,,,,,,-14.2874,-26.6225,,,,,,,,,,,,
2117,,,,,,,,,,,,,,-28.6620,-28.4746,,,,,,,,,,,,,,,,,,,,-8.4379,,,,,,,,,,,,,-14.2624,-26.6070,,,,,,,,,,,,
2118,,,,,,,,,,,,,,-28.6480,-28.4605,,,,,,,,,,,,,,,,,,,,-8.4177,,,,,,,,,,,,,-14.2373,-26.5915,,,,,,,,,,,,
2119,,,,,,,,,,,,,,-28.6340,-28.4465,,,,,,,,,,,,,,,,,,,,-8.3975,,,,,,,,,,,,,-14.2123,-26.5760,,,,,,,,,,,,
2120,,,,,,,,,,,,,,-28.6200,-28.4324,,,,,,,,,,,,,,,,,,,,-8.3773,,,,,,,,,,,,,-14.1872,-26.5605,,,,,,,,,,,,
2121,,,,,,,,,,,,,,-28.6060,-28.4183,,,,,,,,,,,,,,,,,,,,-8.3571,,,,,,,,,,,,,-14.1622,-26.5450,,,,,,,,,,,,
2122,,,,,,,,,,,,,,-28.5920,-28.4042,,,,,,,,,,,,,,,,,,,,-8.3369,,,,,,,,,,,,,-14.1371,-26.5295,,,,,,,,,,,,
2123,,,,,,,,,,,,,,-28.5780,-28.3901,,,,,,,,,,,,,,,,,,,,-8.3167,,,,,,,,,,,,,-14.1120,-26.5140,,,,,,,,,,,,
2124,,,,,,,,,,,,,,-28.5640,-28.3760,,,,,,,,,,,,,,,,,,,,-8.2965,,,,,,,,,,,,,-14.0870,-26.4986,,,,,,,,,,,,
2125,,,,,,,,,,,,,,-28.5500,-28.3619,,,,,,,,,,,,,,,,,,,,-8.2763,,,,,,,,,,,,,-14.0619,-26.4831,,,,,,,,,,,,
2126,,,,,,,,,,,,,,-28.5360,-28.3478,,,,,,,,,,,,,,,,,,,,-8.2561,,,,,,,,,,,,,-14.0369,-26.4676,,,,,,,,,,,,
2127,,,,,,,,,,,,,,-28.5220,-28.3337,,,,,,,,,,,,,,,,,,,,-8.2359,,,,,,,,,,,,,-14.0118,-26.4521,,,,,,,,,,,,
2128,,,,,,,,,,,,,,-28.5080,-28.3196,,,,,,,,,,,,,,,,,,,,-8.2157,,,,,,,,,,,,,-13.9868,-26.4366,,,,,,,,,,,,
2129,,,,,,,,,,,,,,-28.4940,-28.3055,,,,,,,,,,,,,,,,,,,,-8.1955,,,,,,,,,,,,,-13.9617,-26.4211,,,,,,,,,,,,
2130,,,,,,,,,,,,,,-28.4800,-28.2914,,,,,,,,,,,,,,,,,,,,-8.1753,,,,,,,,,,,,,-13.9367,-26.4056,,,,,,,,,,,,
2131,,,,,,,,,,,,,,-28.4660,-28.2773,,,,,,,,,,,,,,,,,,,,-8.1551,,,,,,,,,,,,,-13.9116,-26.3901,,,,,,,,,,,,
2132,,,,,,,,,,,,,,-28.4520,-28.2632,,,,,,,,,,,,,,,,,,,,-8.1349,,,,,,,,,,,,,-13.8866,-26.3746,,,,,,,,,,,,
2133,,,,,,,,,,,,,,-28.4380,-28.2492,,,,,,,,,,,,,,,,,,,,-8.1147,,,,,,,,,,,,,-13.8615,-26.3591,,,,,,,,,,,,
2134,,,,,,,,,,,,,,-28.4240,-28.2351,,,,,,,,,,,,,,,,,,,,-8.0945,,,,,,,,,,,,,-13.8364,-26.3436,,,,,,,,,,,,
2135,,,,,,,,,,,,,,-28.4100,-28.2215,,,,,,,,,,,,,,,,,,,,-8.0743,,,,,,,,,,,,,-13.8114,-26.3282,,,,,,,,,,,,
2136,,,,,,,,,,,,,,-28.3960,-28.2080,,,,,,,,,,,,,,,,,,,,-8.0541,,,,,,,,,,,,,-13.7863,-26.3127,,,,,,,,,,,,
2137,,,,,,,,,,,,,,-28.3820,-28.1944,,,,,,,,,,,,,,,,,,,,-8.0338,,,,,,,,,,,,,-13.7613,-26.2955,,,,,,,,,,,,
2138,,,,,,,,,,,,,,-28.3680,-28.1809,,,,,,,,,,,,,,,,,,,,-8.0136,,,,,,,,,,,,,-13.7362,-26.2782,,,,,,,,,,,,
2139,,,,,,,,,,,,,,-28.3540,-28.1673,,,,,,,,,,,,,,,,,,,,-7.9934,,,,,,,,,,,,,-13.7112,-26.2610,,,,,,,,,,,,
2140,,,,,,,,,,,,,,-28.3400,-28.1538,,,,,,,,,,,,,,,,,,,,-7.9732,,,,,,,,,,,,,-13.6861,-26.2438,,,,,,,,,,,,
2141,,,,,,,,,,,,,,-28.3260,-28.1402,,,,,,,,,,,,,,,,,,,,-7.9530,,,,,,,,,,,,,-13.6611,-26.2266,,,,,,,,,,,,
2142,,,,,,,,,,,,,,-28.3120,-28.1267,,,,,,,,,,,,,,,,,,,,-7.9328,,,,,,,,,,,,,-13.6360,-26.2094,,,,,,,,,,,,
2143,,,,,,,,,,,,,,-28.2980,-28.1131,,,,,,,,,,,,,,,,,,,,-7.9126,,,,,,,,,,,,,-13.6109,-26.1922,,,,,,,,,,,,
2144,,,,,,,,,,,,,,-28.2840,-28.0996,,,,,,,,,,,,,,,,,,,,-7.8924,,,,,,,,,,,,,-13.5859,-26.1750,,,,,,,,,,,,
2145,,,,,,,,,,,,,,-28.2700,-28.0860,,,,,,,,,,,,,,,,,,,,-7.8722,,,,,,,,,,,,,-13.5628,-26.1578,,,,,,,,,,,,
2146,,,,,,,,,,,,,,-28.2560,-28.0725,,,,,,,,,,,,,,,,,,,,-7.8520,,,,,,,,,,,,,-13.5397,-26.1405,,,,,,,,,,,,
2147,,,,,,,,,,,,,,-28.2420,-28.0589,,,,,,,,,,,,,,,,,,,,-7.8318,,,,,,,,,,,,,-13.5166,-26.1233,,,,,,,,,,,,
2148,,,,,,,,,,,,,,-28.2280,-28.0454,,,,,,,,,,,,,,,,,,,,-7.8116,,,,,,,,,,,,,-13.4936,-26.1061,,,,,,,,,,,,
2149,,,,,,,,,,,,,,-28.2140,-28.0318,,,,,,,,,,,,,,,,,,,,-7.7914,,,,,,,,,,,,,-13.4705,-26.0889,,,,,,,,,,,,
2150,,,,,,,,,,,,,,-28.2000,-28.0183,,,,,,,,,,,,,,,,,,,,-7.7712,,,,,,,,,,,,,-13.4474,-26.0717,,,,,,,,,,,,
2151,,,,,,,,,,,,,,-28.1860,-28.0047,,,,,,,,,,,,,,,,,,,,-7.7510,,,,,,,,,,,,,-13.4243,-26.0545,,,,,,,,,,,,
2152,,,,,,,,,,,,,,-28.1720,-27.9912,,,,,,,,,,,,,,,,,,,,-7.7308,,,,,,,,,,,,,-13.4012,-26.0373,,,,,,,,,,,,
2153,,,,,,,,,,,,,,-28.1580,-27.9776,,,,,,,,,,,,,,,,,,,,-7.7106,,,,,,,,,,,,,-13.3781,-26.0201,,,,,,,,,,,,
2154,,,,,,,,,,,,,,-28.1440,-27.9641,,,,,,,,,,,,,,,,,,,,-7.6904,,,,,,,,,,,,,-13.3551,-26.0028,,,,,,,,,,,,
2155,,,,,,,,,,,,,,-28.1300,-27.9505,,,,,,,,,,,,,,,,,,,,-7.6702,,,,,,,,,,,,,-13.3320,-25.9856,,,,,,,,,,,,
2156,,,,,,,,,,,,,,-28.1160,-27.9370,,,,,,,,,,,,,,,,,,,,-7.6500,,,,,,,,,,,,,-13.3089,-25.9684,,,,,,,,,,,,
2157,,,,,,,,,,,,,,-28.1020,-27.9234,,,,,,,,,,,,,,,,,,,,-7.6298,,,,,,,,,,,,,-13.2858,-25.9512,,,,,,,,,,,,
2158,,,,,,,,,,,,,,-28.0880,-27.9099,,,,,,,,,,,,,,,,,,,,-7.6096,,,,,,,,,,,,,-13.2627,-25.9340,,,,,,,,,,,,
2159,,,,,,,,,,,,,,-28.0740,-27.8963,,,,,,,,,,,,,,,,,,,,-7.5894,,,,,,,,,,,,,-13.2396,-25.9168,,,,,,,,,,,,
2160,,,,,,,,,,,,,,-28.0600,-27.8828,,,,,,,,,,,,,,,,,,,,-7.5692,,,,,,,,,,,,,-13.2166,-25.8996,,,,,,,,,,,,
2161,,,,,,,,,,,,,,-28.0460,-27.8681,,,,,,,,,,,,,,,,,,,,-7.5490,,,,,,,,,,,,,-13.1935,-25.8824,,,,,,,,,,,,
2162,,,,,,,,,,,,,,-28.0320,-27.8534,,,,,,,,,,,,,,,,,,,,-7.5288,,,,,,,,,,,,,-13.1704,-25.8651,,,,,,,,,,,,
2163,,,,,,,,,,,,,,-28.0180,-27.8387,,,,,,,,,,,,,,,,,,,,-7.5086,,,,,,,,,,,,,-13.1473,-25.8479,,,,,,,,,,,,
2164,,,,,,,,,,,,,,-28.0040,-27.8241,,,,,,,,,,,,,,,,,,,,-7.4884,,,,,,,,,,,,,-13.1242,-25.8307,,,,,,,,,,,,
2165,,,,,,,,,,,,,,-27.9900,-27.8094,,,,,,,,,,,,,,,,,,,,-7.4682,,,,,,,,,,,,,-13.1011,-25.8135,,,,,,,,,,,,
2166,,,,,,,,,,,,,,-27.9760,-27.7947,,,,,,,,,,,,,,,,,,,,-7.4480,,,,,,,,,,,,,-13.0781,-25.7963,,,,,,,,,,,,
2167,,,,,,,,,,,,,,-27.9620,-27.7800,,,,,,,,,,,,,,,,,,,,-7.4278,,,,,,,,,,,,,-13.0550,-25.7791,,,,,,,,,,,,
2168,,,,,,,,,,,,,,-27.9480,-27.7653,,,,,,,,,,,,,,,,,,,,-7.4076,,,,,,,,,,,,,-13.0319,-25.7619,,,,,,,,,,,,
2169,,,,,,,,,,,,,,-27.9340,-27.7507,,,,,,,,,,,,,,,,,,,,-7.3874,,,,,,,,,,,,,-13.0088,-25.7447,,,,,,,,,,,,
2170,,,,,,,,,,,,,,-27.9200,-27.7360,,,,,,,,,,,,,,,,,,,,-7.3672,,,,,,,,,,,,,-12.9857,-25.7274,,,,,,,,,,,,
2171,,,,,,,,,,,,,,-27.9060,-27.7213,,,,,,,,,,,,,,,,,,,,-7.3470,,,,,,,,,,,,,-12.9626,-25.7102,,,,,,,,,,,,
2172,,,,,,,,,,,,,,-27.8920,-27.7066,,,,,,,,,,,,,,,,,,,,-7.3268,,,,,,,,,,,,,-12.9396,-25.6930,,,,,,,,,,,,
2173,,,,,,,,,,,,,,-27.8780,-27.6919,,,,,,,,,,,,,,,,,,,,-7.3066,,,,,,,,,,,,,-12.9165,-25.6758,,,,,,,,,,,,
2174,,,,,,,,,,,,,,-27.8640,-27.6773,,,,,,,,,,,,,,,,,,,,-7.2864,,,,,,,,,,,,,-12.8934,-25.6586,,,,,,,,,,,,
2175,,,,,,,,,,,,,,-27.8500,-27.6626,,,,,,,,,,,,,,,,,,,,-7.2654,,,,,,,,,,,,,-12.8703,-25.6414,,,,,,,,,,,,
2176,,,,,,,,,,,,,,-27.8360,-27.6479,,,,,,,,,,,,,,,,,,,,-7.2444,,,,,,,,,,,,,-12.8472,-25.6242,,,,,,,,,,,,
2177,,,,,,,,,,,,,,-27.8220,-27.6332,,,,,,,,,,,,,,,,,,,,-7.2234,,,,,,,,,,,,,-12.8241,-25.6070,,,,,,,,,,,,
2178,,,,,,,,,,,,,,-27.8080,-27.6186,,,,,,,,,,,,,,,,,,,,-7.2024,,,,,,,,,,,,,-12.8011,-25.5897,,,,,,,,,,,,
2179,,,,,,,,,,,,,,-27.7940,-27.6039,,,,,,,,,,,,,,,,,,,,-7.1814,,,,,,,,,,,,,-12.7780,-25.5725,,,,,,,,,,,,
2180,,,,,,,,,,,,,,-27.7800,-27.5892,,,,,,,,,,,,,,,,,,,,-7.1604,,,,,,,,,,,,,-12.7549,-25.5553,,,,,,,,,,,,
2181,,,,,,,,,,,,,,-27.7660,-27.5745,,,,,,,,,,,,,,,,,,,,-7.1394,,,,,,,,,,,,,-12.7318,-25.5381,,,,,,,,,,,,
2182,,,,,,,,,,,,,,-27.7520,-27.5598,,,,,,,,,,,,,,,,,,,,-7.1184,,,,,,,,,,,,,-12.7087,-25.5209,,,,,,,,,,,,
2183,,,,,,,,,,,,,,-27.7380,-27.5452,,,,,,,,,,,,,,,,,,,,-7.0975,,,,,,,,,,,,,-12.6856,-25.5037,,,,,,,,,,,,
2184,,,,,,,,,,,,,,-27.7240,-27.5305,,,,,,,,,,,,,,,,,,,,-7.0765,,,,,,,,,,,,,-12.6626,-25.4865,,,,,,,,,,,,
2185,,,,,,,,,,,,,,-27.7100,-27.5164,,,,,,,,,,,,,,,,,,,,-7.0555,,,,,,,,,,,,,-12.6395,-25.4693,,,,,,,,,,,,
2186,,,,,,,,,,,,,,-27.6960,-27.5023,,,,,,,,,,,,,,,,,,,,-7.0345,,,,,,,,,,,,,-12.6125,-25.4520,,,,,,,,,,,,
2187,,,,,,,,,,,,,,-27.6820,-27.4882,,,,,,,,,,,,,,,,,,,,-7.0135,,,,,,,,,,,,,-12.5855,-25.4348,,,,,,,,,,,,
2188,,,,,,,,,,,,,,-27.6680,-27.4741,,,,,,,,,,,,,,,,,,,,-6.9925,,,,,,,,,,,,,-12.5585,-25.4176,,,,,,,,,,,,
2189,,,,,,,,,,,,,,-27.6540,-27.4600,,,,,,,,,,,,,,,,,,,,-6.9715,,,,,,,,,,,,,-12.5315,-25.4004,,,,,,,,,,,,
2190,,,,,,,,,,,,,,-27.6400,-27.4459,,,,,,,,,,,,,,,,,,,,-6.9505,,,,,,,,,,,,,-12.5045,-25.3832,,,,,,,,,,,,
2191,,,,,,,,,,,,,,-27.6260,-27.4318,,,,,,,,,,,,,,,,,,,,-6.9295,,,,,,,,,,,,,-12.4775,-25.3650,,,,,,,,,,,,
2192,,,,,,,,,,,,,,-27.6120,-27.4178,,,,,,,,,,,,,,,,,,,,-6.9085,,,,,,,,,,,,,-12.4505,-25.3467,,,,,,,,,,,,
2193,,,,,,,,,,,,,,-27.5980,-27.4037,,,,,,,,,,,,,,,,,,,,-6.8876,,,,,,,,,,,,,-12.4235,-25.3285,,,,,,,,,,,,
2194,,,,,,,,,,,,,,-27.5840,-27.3896,,,,,,,,,,,,,,,,,,,,-6.8666,,,,,,,,,,,,,-12.3965,-25.3103,,,,,,,,,,,,
2195,,,,,,,,,,,,,,-27.5700,-27.3755,,,,,,,,,,,,,,,,,,,,-6.8456,,,,,,,,,,,,,-12.3695,-25.2921,,,,,,,,,,,,
2196,,,,,,,,,,,,,,-27.5560,-27.3614,,,,,,,,,,,,,,,,,,,,-6.8246,,,,,,,,,,,,,-12.3425,-25.2738,,,,,,,,,,,,
2197,,,,,,,,,,,,,,-27.5420,-27.3473,,,,,,,,,,,,,,,,,,,,-6.8036,,,,,,,,,,,,,-12.3156,-25.2556,,,,,,,,,,,,
2198,,,,,,,,,,,,,,-27.5280,-27.3332,,,,,,,,,,,,,,,,,,,,-6.7826,,,,,,,,,,,,,-12.2886,-25.2374,,,,,,,,,,,,
2199,,,,,,,,,,,,,,-27.5140,-27.3191,,,,,,,,,,,,,,,,,,,,-6.7616,,,,,,,,,,,,,-12.2616,-25.2192,,,,,,,,,,,,
2200,,,,,,,,,,,,,,-27.5000,-27.3050,,,,,,,,,,,,,,,,,,,,-6.7406,,,,,,,,,,,,,-12.2346,-25.2009,,,,,,,,,,,,
2201,,,,,,,,,,,,,,-27.4840,-27.2909,,,,,,,,,,,,,,,,,,,,-6.7196,,,,,,,,,,,,,-12.2076,-25.1827,,,,,,,,,,,,
2202,,,,,,,,,,,,,,-27.4680,-27.2768,,,,,,,,,,,,,,,,,,,,-6.6987,,,,,,,,,,,,,-12.1806,-25.1645,,,,,,,,,,,,
2203,,,,,,,,,,,,,,-27.4520,-27.2627,,,,,,,,,,,,,,,,,,,,-6.6777,,,,,,,,,,,,,-12.1536,-25.1463,,,,,,,,,,,,
2204,,,,,,,,,,,,,,-27.4360,-27.2487,,,,,,,,,,,,,,,,,,,,-6.6567,,,,,,,,,,,,,-12.1266,-25.1280,,,,,,,,,,,,
2205,,,,,,,,,,,,,,-27.4200,-27.2346,,,,,,,,,,,,,,,,,,,,-6.6357,,,,,,,,,,,,,-12.0996,-25.1098,,,,,,,,,,,,
2206,,,,,,,,,,,,,,-27.4040,-27.2205,,,,,,,,,,,,,,,,,,,,-6.6147,,,,,,,,,,,,,-12.0726,-25.0916,,,,,,,,,,,,
2207,,,,,,,,,,,,,,-27.3880,-27.2064,,,,,,,,,,,,,,,,,,,,-6.5937,,,,,,,,,,,,,-12.0456,-25.0734,,,,,,,,,,,,
2208,,,,,,,,,,,,,,-27.3720,-27.1923,,,,,,,,,,,,,,,,,,,,-6.5727,,,,,,,,,,,,,-12.0186,-25.0551,,,,,,,,,,,,
2209,,,,,,,,,,,,,,-27.3560,-27.1782,,,,,,,,,,,,,,,,,,,,-6.5517,,,,,,,,,,,,,-11.9916,-25.0369,,,,,,,,,,,,
2210,,,,,,,,,,,,,,-27.3400,-27.1629,,,,,,,,,,,,,,,,,,,,-6.5307,,,,,,,,,,,,,-11.9646,-25.0187,,,,,,,,,,,,
2211,,,,,,,,,,,,,,-27.3240,-27.1476,,,,,,,,,,,,,,,,,,,,-6.5097,,,,,,,,,,,,,-11.9376,-25.0005,,,,,,,,,,,,
2212,,,,,,,,,,,,,,-27.3080,-27.1323,,,,,,,,,,,,,,,,,,,,-6.4888,,,,,,,,,,,,,-11.9106,-24.9822,,,,,,,,,,,,
2213,,,,,,,,,,,,,,-27.2920,-27.1169,,,,,,,,,,,,,,,,,,,,-6.4678,,,,,,,,,,,,,-11.8837,-24.9640,,,,,,,,,,,,
2214,,,,,,,,,,,,,,-27.2760,-27.1016,,,,,,,,,,,,,,,,,,,,-6.4468,,,,,,,,,,,,,-11.8567,-24.9458,,,,,,,,,,,,
2215,,,,,,,,,,,,,,-27.2600,-27.0863,,,,,,,,,,,,,,,,,,,,-6.4258,,,,,,,,,,,,,-11.8297,-24.9276,,,,,,,,,,,,
2216,,,,,,,,,,,,,,-27.2440,-27.0710,,,,,,,,,,,,,,,,,,,,-6.4048,,,,,,,,,,,,,-11.8027,-24.9093,,,,,,,,,,,,
2217,,,,,,,,,,,,,,-27.2280,-27.0557,,,,,,,,,,,,,,,,,,,,-6.3838,,,,,,,,,,,,,-11.7757,-24.8911,,,,,,,,,,,,
2218,,,,,,,,,,,,,,-27.2120,-27.0404,,,,,,,,,,,,,,,,,,,,-6.3628,,,,,,,,,,,,,-11.7487,-24.8729,,,,,,,,,,,,
2219,,,,,,,,,,,,,,-27.1960,-27.0251,,,,,,,,,,,,,,,,,,,,-6.3418,,,,,,,,,,,,,-11.7217,-24.8547,,,,,,,,,,,,
2220,,,,,,,,,,,,,,-27.1800,-27.0097,,,,,,,,,,,,,,,,,,,,-6.3208,,,,,,,,,,,,,-11.6947,-24.8364,,,,,,,,,,,,
2221,,,,,,,,,,,,,,-27.1640,-26.9944,,,,,,,,,,,,,,,,,,,,-6.2999,,,,,,,,,,,,,-11.6677,-24.8182,,,,,,,,,,,,
2222,,,,,,,,,,,,,,-27.1480,-26.9791,,,,,,,,,,,,,,,,,,,,-6.2789,,,,,,,,,,,,,-11.6407,-24.8000,,,,,,,,,,,,
2223,,,,,,,,,,,,,,-27.1320,-26.9638,,,,,,,,,,,,,,,,,,,,-6.2579,,,,,,,,,,,,,-11.6137,-24.7818,,,,,,,,,,,,
2224,,,,,,,,,,,,,,-27.1160,-26.9485,,,,,,,,,,,,,,,,,,,,-6.2369,,,,,,,,,,,,,-11.5867,-24.7635,,,,,,,,,,,,
2225,,,,,,,,,,,,,,-27.1000,-26.9332,,,,,,,,,,,,,,,,,,,,-6.2159,,,,,,,,,,,,,-11.5597,-24.7453,,,,,,,,,,,,
2226,,,,,,,,,,,,,,-27.0840,-26.9179,,,,,,,,,,,,,,,,,,,,-6.1949,,,,,,,,,,,,,-11.5327,-24.7271,,,,,,,,,,,,
2227,,,,,,,,,,,,,,-27.0680,-26.9026,,,,,,,,,,,,,,,,,,,,-6.1739,,,,,,,,,,,,,-11.5057,-24.7089,,,,,,,,,,,,
2228,,,,,,,,,,,,,,-27.0520,-26.8872,,,,,,,,,,,,,,,,,,,,-6.1529,,,,,,,,,,,,,-11.4787,-24.6906,,,,,,,,,,,,
2229,,,,,,,,,,,,,,-27.0360,-26.8719,,,,,,,,,,,,,,,,,,,,-6.1319,,,,,,,,,,,,,-11.4518,-24.6724,,,,,,,,,,,,
2230,,,,,,,,,,,,,,-27.0200,-26.8566,,,,,,,,,,,,,,,,,,,,-6.1109,,,,,,,,,,,,,-11.4248,-24.6542,,,,,,,,,,,,
2231,,,,,,,,,,,,,,-27.0040,-26.8413,,,,,,,,,,,,,,,,,,,,-6.0900,,,,,,,,,,,,,-11.3944,-24.6360,,,,,,,,,,,,
2232,,,,,,,,,,,,,,-26.9880,-26.8260,,,,,,,,,,,,,,,,,,,,-6.0690,,,,,,,,,,,,,-11.3641,-24.6177,,,,,,,,,,,,
2233,,,,,,,,,,,,,,-26.9720,-26.8084,,,,,,,,,,,,,,,,,,,,-6.0480,,,,,,,,,,,,,-11.3337,-24.5995,,,,,,,,,,,,
2234,,,,,,,,,,,,,,-26.9560,-26.7908,,,,,,,,,,,,,,,,,,,,-6.0270,,,,,,,,,,,,,-11.3034,-24.5813,,,,,,,,,,,,
2235,,,,,,,,,,,,,,-26.9400,-26.7732,,,,,,,,,,,,,,,,,,,,-6.0060,,,,,,,,,,,,,-11.2730,-24.5631,,,,,,,,,,,,
2236,,,,,,,,,,,,,,-26.9240,-26.7556,,,,,,,,,,,,,,,,,,,,-5.9850,,,,,,,,,,,,,-11.2427,-24.5448,,,,,,,,,,,,
2237,,,,,,,,,,,,,,-26.9080,-26.7379,,,,,,,,,,,,,,,,,,,,-5.9640,,,,,,,,,,,,,-11.2123,-24.5266,,,,,,,,,,,,
2238,,,,,,,,,,,,,,-26.8920,-26.7203,,,,,,,,,,,,,,,,,,,,-5.9430,,,,,,,,,,,,,-11.1820,-24.5084,,,,,,,,,,,,
2239,,,,,,,,,,,,,,-26.8760,-26.7027,,,,,,,,,,,,,,,,,,,,-5.9220,,,,,,,,,,,,,-11.1516,-24.4902,,,,,,,,,,,,
2240,,,,,,,,,,,,,,-26.8600,-26.6851,,,,,,,,,,,,,,,,,,,,-5.9010,,,,,,,,,,,,,-11.1212,-24.4719,,,,,,,,,,,,
2241,,,,,,,,,,,,,,-26.8440,-26.6675,,,,,,,,,,,,,,,,,,,,-5.8801,,,,,,,,,,,,,-11.0909,-24.4537,,,,,,,,,,,,
2242,,,,,,,,,,,,,,-26.8280,-26.6499,,,,,,,,,,,,,,,,,,,,-5.8591,,,,,,,,,,,,,-11.0605,-24.4344,,,,,,,,,,,,
2243,,,,,,,,,,,,,,-26.8120,-26.6323,,,,,,,,,,,,,,,,,,,,-5.8381,,,,,,,,,,,,,-11.0302,-24.4150,,,,,,,,,,,,
2244,,,,,,,,,,,,,,-26.7960,-26.6147,,,,,,,,,,,,,,,,,,,,-5.8171,,,,,,,,,,,,,-10.9998,-24.3956,,,,,,,,,,,,
2245,,,,,,,,,,,,,,-26.7800,-26.5971,,,,,,,,,,,,,,,,,,,,-5.7961,,,,,,,,,,,,,-10.9695,-24.3763,,,,,,,,,,,,
2246,,,,,,,,,,,,,,-26.7640,-26.5795,,,,,,,,,,,,,,,,,,,,-5.7751,,,,,,,,,,,,,-10.9391,-24.3569,,,,,,,,,,,,
2247,,,,,,,,,,,,,,-26.7480,-26.5619,,,,,,,,,,,,,,,,,,,,-5.7541,,,,,,,,,,,,,-10.9088,-24.3375,,,,,,,,,,,,
2248,,,,,,,,,,,,,,-26.7320,-26.5443,,,,,,,,,,,,,,,,,,,,-5.7331,,,,,,,,,,,,,-10.8784,-24.3182,,,,,,,,,,,,
2249,,,,,,,,,,,,,,-26.7160,-26.5266,,,,,,,,,,,,,,,,,,,,-5.7121,,,,,,,,,,,,,-10.8481,-24.2988,,,,,,,,,,,,
2250,,,,,,,,,,,,,,-26.7000,-26.5090,,,,,,,,,,,,,,,,,,,,-5.6912,,,,,,,,,,,,,-10.8177,-24.2794,,,,,,,,,,,,
2251,,,,,,,,,,,,,,-26.6840,-26.4914,,,,,,,,,,,,,,,,,,,,-5.6702,,,,,,,,,,,,,-10.7874,-24.2601,,,,,,,,,,,,
2252,,,,,,,,,,,,,,-26.6680,-26.4738,,,,,,,,,,,,,,,,,,,,-5.6492,,,,,,,,,,,,,-10.7570,-24.2407,,,,,,,,,,,,
2253,,,,,,,,,,,,,,-26.6520,-26.4585,,,,,,,,,,,,,,,,,,,,-5.6282,,,,,,,,,,,,,-10.7267,-24.2214,,,,,,,,,,,,
2254,,,,,,,,,,,,,,-26.6360,-26.4432,,,,,,,,,,,,,,,,,,,,-5.6072,,,,,,,,,,,,,-10.6963,-24.2020,,,,,,,,,,,,
2255,,,,,,,,,,,,,,-26.6200,-26.4279,,,,,,,,,,,,,,,,,,,,-5.5862,,,,,,,,,,,,,-10.6660,-24.1826,,,,,,,,,,,,
2256,,,,,,,,,,,,,,-26.6040,-26.4126,,,,,,,,,,,,,,,,,,,,-5.5652,,,,,,,,,,,,,-10.6356,-24.1633,,,,,,,,,,,,
2257,,,,,,,,,,,,,,-26.5880,-26.3973,,,,,,,,,,,,,,,,,,,,-5.5442,,,,,,,,,,,,,-10.6053,-24.1439,,,,,,,,,,,,
2258,,,,,,,,,,,,,,-26.5720,-26.3819,,,,,,,,,,,,,,,,,,,,-5.5232,,,,,,,,,,,,,-10.5749,-24.1245,,,,,,,,,,,,
2259,,,,,,,,,,,,,,-26.5560,-26.3666,,,,,,,,,,,,,,,,,,,,-5.5022,,,,,,,,,,,,,-10.5446,-24.1052,,,,,,,,,,,,
2260,,,,,,,,,,,,,,-26.5400,-26.3513,,,,,,,,,,,,,,,,,,,,-5.4813,,,,,,,,,,,,,-10.5142,-24.0858,,,,,,,,,,,,
2261,,,,,,,,,,,,,,-26.5240,-26.3360,,,,,,,,,,,,,,,,,,,,-5.4603,,,,,,,,,,,,,-10.4839,-24.0664,,,,,,,,,,,,
2262,,,,,,,,,,,,,,-26.5080,-26.3207,,,,,,,,,,,,,,,,,,,,-5.4393,,,,,,,,,,,,,-10.4535,-24.0471,,,,,,,,,,,,
2263,,,,,,,,,,,,,,-26.4920,-26.3054,,,,,,,,,,,,,,,,,,,,-5.4183,,,,,,,,,,,,,-10.4232,-24.0277,,,,,,,,,,,,
