from_bed,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,mcdowell_2021_14n,mcdowell_2021_14sa,mcdowell_2021_14sb,mcdowell_2021_14w,mcdowell_2021_15ca,mcdowell_2021_15cb,mcdowell_2021_15e,mcdowell_2021_15n,mcdowell_2021_15s,meighen,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,tuto_ramp
2592,,,,,,,,,,,,-31.0494,-31.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5114,,,,,,,,
2593,,,,,,,,,,,,-31.0499,-31.4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5112,,,,,,,,
2594,,,,,,,,,,,,-31.0503,-31.4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5111,,,,,,,,
2595,,,,,,,,,,,,-31.0507,-31.4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5109,,,,,,,,
2596,,,,,,,,,,,,-31.0512,-31.4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5108,,,,,,,,
2597,,,,,,,,,,,,-31.0517,-31.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5106,,,,,,,,
2598,,,,,,,,,,,,-31.0521,-31.4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5105,,,,,,,,
2599,,,,,,,,,,,,-31.0526,-31.4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5103,,,,,,,,
2600,,,,,,,,,,,,-31.0531,-31.4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5102,,,,,,,,
2601,,,,,,,,,,,,-31.0536,-31.4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5101,,,,,,,,
2602,,,,,,,,,,,,-31.0541,-31.4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5099,,,,,,,,
2603,,,,,,,,,,,,-31.0545,-31.4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5098,,,,,,,,
2604,,,,,,,,,,,,-31.0550,-31.4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5096,,,,,,,,
2605,,,,,,,,,,,,-31.0555,-31.4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5095,,,,,,,,
2606,,,,,,,,,,,,-31.0560,-31.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5094,,,,,,,,
2607,,,,,,,,,,,,-31.0565,-31.4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5093,,,,,,,,
2608,,,,,,,,,,,,-31.0571,-31.4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5093,,,,,,,,
2609,,,,,,,,,,,,-31.0576,-31.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5092,,,,,,,,
2610,,,,,,,,,,,,-31.0581,-31.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5091,,,,,,,,
2611,,,,,,,,,,,,-31.0586,-31.4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5090,,,,,,,,
2612,,,,,,,,,,,,-31.0592,-31.4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5089,,,,,,,,
2613,,,,,,,,,,,,-31.0597,-31.4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5087,,,,,,,,
2614,,,,,,,,,,,,-31.0603,-31.4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5086,,,,,,,,
2615,,,,,,,,,,,,-31.0608,-31.4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5085,,,,,,,,
2616,,,,,,,,,,,,-31.0614,-31.4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5084,,,,,,,,
2617,,,,,,,,,,,,-31.0620,-31.4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5083,,,,,,,,
2618,,,,,,,,,,,,-31.0626,-31.4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5083,,,,,,,,
2619,,,,,,,,,,,,-31.0632,-31.4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5082,,,,,,,,
2620,,,,,,,,,,,,-31.0638,-31.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5081,,,,,,,,
2621,,,,,,,,,,,,-31.0644,-31.4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5081,,,,,,,,
2622,,,,,,,,,,,,-31.0650,-31.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5080,,,,,,,,
2623,,,,,,,,,,,,-31.0656,-31.4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5080,,,,,,,,
2624,,,,,,,,,,,,-31.0662,-31.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5079,,,,,,,,
2625,,,,,,,,,,,,-31.0668,-31.4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5079,,,,,,,,
2626,,,,,,,,,,,,-31.0675,-31.4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5079,,,,,,,,
2627,,,,,,,,,,,,-31.0681,-31.4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5078,,,,,,,,
2628,,,,,,,,,,,,-31.0688,-31.4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5078,,,,,,,,
2629,,,,,,,,,,,,-31.0694,-31.4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5077,,,,,,,,
2630,,,,,,,,,,,,-31.0701,-31.4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5077,,,,,,,,
2631,,,,,,,,,,,,-31.0708,-31.4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2632,,,,,,,,,,,,-31.0715,-31.4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2633,,,,,,,,,,,,-31.0721,-31.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5075,,,,,,,,
2634,,,,,,,,,,,,-31.0728,-31.4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5075,,,,,,,,
2635,,,,,,,,,,,,-31.0735,-31.4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5074,,,,,,,,
2636,,,,,,,,,,,,-31.0742,-31.4472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5074,,,,,,,,
2637,,,,,,,,,,,,-31.0749,-31.4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5075,,,,,,,,
2638,,,,,,,,,,,,-31.0755,-31.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5075,,,,,,,,
2639,,,,,,,,,,,,-31.0762,-31.4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2640,,,,,,,,,,,,-31.0769,-31.4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2641,,,,,,,,,,,,-31.0776,-31.4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2642,,,,,,,,,,,,-31.0783,-31.4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2643,,,,,,,,,,,,-31.0791,-31.4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2644,,,,,,,,,,,,-31.0798,-31.4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2645,,,,,,,,,,,,-31.0805,-31.4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5076,,,,,,,,
2646,,,,,,,,,,,,-31.0813,-31.4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5077,,,,,,,,
2647,,,,,,,,,,,,-31.0820,-31.4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5078,,,,,,,,
2648,,,,,,,,,,,,-31.0828,-31.4604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5080,,,,,,,,
2649,,,,,,,,,,,,-31.0835,-31.4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5081,,,,,,,,
2650,,,,,,,,,,,,-31.0843,-31.4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5082,,,,,,,,
2651,,,,,,,,,,,,-31.0851,-31.4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5084,,,,,,,,
2652,,,,,,,,,,,,-31.0859,-31.4649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5085,,,,,,,,
2653,,,,,,,,,,,,-31.0866,-31.4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5087,,,,,,,,
2654,,,,,,,,,,,,-31.0874,-31.4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5088,,,,,,,,
2655,,,,,,,,,,,,-31.0882,-31.4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5090,,,,,,,,
2656,,,,,,,,,,,,-31.0890,-31.4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5092,,,,,,,,
2657,,,,,,,,,,,,-31.0898,-31.4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5093,,,,,,,,
2658,,,,,,,,,,,,-31.0906,-31.4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5095,,,,,,,,
2659,,,,,,,,,,,,-31.0914,-31.4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5096,,,,,,,,
2660,,,,,,,,,,,,-31.0922,-31.4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5098,,,,,,,,
2661,,,,,,,,,,,,-31.0930,-31.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5099,,,,,,,,
2662,,,,,,,,,,,,-31.0939,-31.4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5101,,,,,,,,
2663,,,,,,,,,,,,-31.0947,-31.4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5102,,,,,,,,
2664,,,,,,,,,,,,-31.0956,-31.4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5104,,,,,,,,
2665,,,,,,,,,,,,-31.0964,-31.4803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5105,,,,,,,,
2666,,,,,,,,,,,,-31.0973,-31.4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5107,,,,,,,,
2667,,,,,,,,,,,,-31.0981,-31.4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5109,,,,,,,,
2668,,,,,,,,,,,,-31.0990,-31.4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5110,,,,,,,,
2669,,,,,,,,,,,,-31.0998,-31.4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5112,,,,,,,,
2670,,,,,,,,,,,,-31.1007,-31.4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5114,,,,,,,,
2671,,,,,,,,,,,,-31.1016,-31.4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5117,,,,,,,,
2672,,,,,,,,,,,,-31.1025,-31.4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5119,,,,,,,,
2673,,,,,,,,,,,,-31.1033,-31.4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5122,,,,,,,,
2674,,,,,,,,,,,,-31.1042,-31.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5124,,,,,,,,
2675,,,,,,,,,,,,-31.1051,-31.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5127,,,,,,,,
2676,,,,,,,,,,,,-31.1060,-31.4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5129,,,,,,,,
2677,,,,,,,,,,,,-31.1069,-31.4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5131,,,,,,,,
2678,,,,,,,,,,,,-31.1079,-31.4971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5134,,,,,,,,
2679,,,,,,,,,,,,-31.1088,-31.4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5136,,,,,,,,
2680,,,,,,,,,,,,-31.1097,-31.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5138,,,,,,,,
2681,,,,,,,,,,,,-31.1107,-31.5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5140,,,,,,,,
2682,,,,,,,,,,,,-31.1116,-31.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5143,,,,,,,,
2683,,,,,,,,,,,,-31.1126,-31.5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5145,,,,,,,,
2684,,,,,,,,,,,,-31.1135,-31.5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5148,,,,,,,,
2685,,,,,,,,,,,,-31.1145,-31.5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2686,,,,,,,,,,,,-31.1155,-31.5080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2687,,,,,,,,,,,,-31.1165,-31.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2688,,,,,,,,,,,,-31.1174,-31.5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2689,,,,,,,,,,,,-31.1184,-31.5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2690,,,,,,,,,,,,-31.1194,-31.5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5150,,,,,,,,
2691,,,,,,,,,,,,-31.1204,-31.5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5149,,,,,,,,
2692,,,,,,,,,,,,-31.1214,-31.5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5147,,,,,,,,
2693,,,,,,,,,,,,-31.1224,-31.5174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5146,,,,,,,,
2694,,,,,,,,,,,,-31.1234,-31.5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5144,,,,,,,,
2695,,,,,,,,,,,,-31.1244,-31.5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5143,,,,,,,,
2696,,,,,,,,,,,,-31.1254,-31.5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5148,,,,,,,,
2697,,,,,,,,,,,,-31.1264,-31.5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5153,,,,,,,,
2698,,,,,,,,,,,,-31.1275,-31.5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5158,,,,,,,,
2699,,,,,,,,,,,,-31.1285,-31.5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5163,,,,,,,,
2700,,,,,,,,,,,,-31.1295,-31.5276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5168,,,,,,,,
2701,,,,,,,,,,,,-31.1306,-31.5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5176,,,,,,,,
2702,,,,,,,,,,,,-31.1317,-31.5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5183,,,,,,,,
2703,,,,,,,,,,,,-31.1327,-31.5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5191,,,,,,,,
2704,,,,,,,,,,,,-31.1338,-31.5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5198,,,,,,,,
2705,,,,,,,,,,,,-31.1349,-31.5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5206,,,,,,,,
2706,,,,,,,,,,,,-31.1360,-31.5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5212,,,,,,,,
2707,,,,,,,,,,,,-31.1371,-31.5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5218,,,,,,,,
2708,,,,,,,,,,,,-31.1381,-31.5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5224,,,,,,,,
2709,,,,,,,,,,,,-31.1392,-31.5410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5230,,,,,,,,
2710,,,,,,,,,,,,-31.1403,-31.5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5236,,,,,,,,
2711,,,,,,,,,,,,-31.1414,-31.5440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5241,,,,,,,,
2712,,,,,,,,,,,,-31.1425,-31.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5247,,,,,,,,
2713,,,,,,,,,,,,-31.1436,-31.5470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5252,,,,,,,,
2714,,,,,,,,,,,,-31.1447,-31.5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5258,,,,,,,,
2715,,,,,,,,,,,,-31.1458,-31.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5263,,,,,,,,
2716,,,,,,,,,,,,-31.1470,-31.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5270,,,,,,,,
2717,,,,,,,,,,,,-31.1481,-31.5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5276,,,,,,,,
2718,,,,,,,,,,,,-31.1493,-31.5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5283,,,,,,,,
2719,,,,,,,,,,,,-31.1504,-31.5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5289,,,,,,,,
2720,,,,,,,,,,,,-31.1516,-31.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5296,,,,,,,,
2721,,,,,,,,,,,,-31.1528,-31.5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5301,,,,,,,,
2722,,,,,,,,,,,,-31.1539,-31.5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5305,,,,,,,,
2723,,,,,,,,,,,,-31.1551,-31.5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5310,,,,,,,,
2724,,,,,,,,,,,,-31.1562,-31.5640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5314,,,,,,,,
2725,,,,,,,,,,,,-31.1574,-31.5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5319,,,,,,,,
2726,,,,,,,,,,,,-31.1586,-31.5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5325,,,,,,,,
2727,,,,,,,,,,,,-31.1598,-31.5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5330,,,,,,,,
2728,,,,,,,,,,,,-31.1611,-31.5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5336,,,,,,,,
2729,,,,,,,,,,,,-31.1623,-31.5718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5341,,,,,,,,
2730,,,,,,,,,,,,-31.1635,-31.5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5347,,,,,,,,
2731,,,,,,,,,,,,-31.1647,-31.5751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5353,,,,,,,,
2732,,,,,,,,,,,,-31.1659,-31.5767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5359,,,,,,,,
2733,,,,,,,,,,,,-31.1672,-31.5784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5364,,,,,,,,
2734,,,,,,,,,,,,-31.1684,-31.5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5370,,,,,,,,
2735,,,,,,,,,,,,-31.1696,-31.5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5376,,,,,,,,
2736,,,,,,,,,,,,-31.1709,-31.5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5383,,,,,,,,
2737,,,,,,,,,,,,-31.1721,-31.5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5389,,,,,,,,
2738,,,,,,,,,,,,-31.1734,-31.5868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5396,,,,,,,,
2739,,,,,,,,,,,,-31.1746,-31.5885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5402,,,,,,,,
2740,,,,,,,,,,,,-31.1759,-31.5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5409,,,,,,,,
2741,,,,,,,,,,,,-31.1772,-31.5918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5415,,,,,,,,
2742,,,,,,,,,,,,-31.1785,-31.5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5422,,,,,,,,
2743,,,,,,,,,,,,-31.1798,-31.5951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5428,,,,,,,,
2744,,,,,,,,,,,,-31.1811,-31.5968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5435,,,,,,,,
2745,,,,,,,,,,,,-31.1824,-31.5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5441,,,,,,,,
2746,,,,,,,,,,,,-31.1837,-31.6002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5448,,,,,,,,
2747,,,,,,,,,,,,-31.1850,-31.6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5454,,,,,,,,
2748,,,,,,,,,,,,-31.1863,-31.6036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5461,,,,,,,,
2749,,,,,,,,,,,,-31.1876,-31.6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5467,,,,,,,,
2750,,,,,,,,,,,,-31.1889,-31.6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5474,,,,,,,,
2751,,,,,,,,,,,,-31.1903,-31.6089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5481,,,,,,,,
2752,,,,,,,,,,,,-31.1916,-31.6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5488,,,,,,,,
2753,,,,,,,,,,,,-31.1930,-31.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5496,,,,,,,,
2754,,,,,,,,,,,,-31.1943,-31.6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5503,,,,,,,,
2755,,,,,,,,,,,,-31.1957,-31.6159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5510,,,,,,,,
2756,,,,,,,,,,,,-31.1971,-31.6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5518,,,,,,,,
2757,,,,,,,,,,,,-31.1984,-31.6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5527,,,,,,,,
2758,,,,,,,,,,,,-31.1998,-31.6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5535,,,,,,,,
2759,,,,,,,,,,,,-31.2011,-31.6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5544,,,,,,,,
2760,,,,,,,,,,,,-31.2025,-31.6242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5552,,,,,,,,
2761,,,,,,,,,,,,-31.2039,-31.6260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5559,,,,,,,,
2762,,,,,,,,,,,,-31.2053,-31.6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5566,,,,,,,,
2763,,,,,,,,,,,,-31.2067,-31.6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5573,,,,,,,,
2764,,,,,,,,,,,,-31.2081,-31.6312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5580,,,,,,,,
2765,,,,,,,,,,,,-31.2095,-31.6330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5587,,,,,,,,
2766,,,,,,,,,,,,-31.2109,-31.6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5595,,,,,,,,
2767,,,,,,,,,,,,-31.2124,-31.6367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5603,,,,,,,,
2768,,,,,,,,,,,,-31.2138,-31.6386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5612,,,,,,,,
2769,,,,,,,,,,,,-31.2153,-31.6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5620,,,,,,,,
2770,,,,,,,,,,,,-31.2167,-31.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5628,,,,,,,,
2771,,,,,,,,,,,,-31.2182,-31.6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5637,,,,,,,,
2772,,,,,,,,,,,,-31.2196,-31.6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5645,,,,,,,,
2773,,,,,,,,,,,,-31.2211,-31.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5654,,,,,,,,
2774,,,,,,,,,,,,-31.2225,-31.6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5662,,,,,,,,
2775,,,,,,,,,,,,-31.2240,-31.6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5671,,,,,,,,
2776,,,,,,,,,,,,-31.2255,-31.6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5680,,,,,,,,
2777,,,,,,,,,,,,-31.2270,-31.6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5688,,,,,,,,
2778,,,,,,,,,,,,-31.2285,-31.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5697,,,,,,,,
2779,,,,,,,,,,,,-31.2300,-31.6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5705,,,,,,,,
2780,,,,,,,,,,,,-31.2315,-31.6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5714,,,,,,,,
