t,d
-11.866760485906573,119.0149793308168
-11.79357897791238,158.1554165944509
-11.731111364723759,198.3406048322284
-11.42815251533948,258.92579455772227
-11.422480279611086,78.89132858409573
-11.297855571062536,278.59410013481977
-11.186319436259332,298.9764425650441
-11.180061149833216,58.843001289193126
-10.747440263567148,339.00302309423085
-10.620124019051019,359.68675659260015
-10.243343467969918,379.0151517407086
-9.807065766101882,398.7648160443508
-9.255413444924462,419.13823544298526
-8.742215142488025,439.0424242785137
-8.18665865491972,459.27412175580366
-7.558068432090923,478.72247810902513
-6.804799666234233,499.15541572035715
-6.498770275189703,508.9522700814904
-6.061300251041602,519.2285603414826
-5.674265941769416,529.4470820468697
-5.2389075462500845,538.9286122686946
-4.739522612884887,549.2894466082228
-4.303082501093668,558.9047317059133
-3.808953949622071,568.761380748078
-3.3725294377974397,579.3501037606927
-2.8648773102908542,588.8138690883214
-2.4284592189214536,599.8032285074108
-2.0016316667041174,609.242231015333
-1.4978982424765432,619.754820083624
-0.9845362298546476,629.4434933461163
-0.7500284716374175,639.6376414614033
-0.23397019700056101,650.7947074192825
-0.062188340743892574,658.63086500987
-10.912644398674665,39.0454016298022
-11.615530133428853,99.1152502910362
-11.741168174084356,138.92898719441212
-11.741806214739857,178.74272409778808
-11.61744425539536,218.5564610011641
-11.550449986567564,238.11408614668198
-10.936363839885374,319.138533178114
