t,d
-11.866760485906573, 540.9850206691832
-11.793578977912379, 501.8445834055491
-11.731111364723759, 461.6593951677716
-11.42815251533948, 401.07420544227784
-11.422480279611086, 581.1086714159043
-11.297855571062536, 381.40589986518023
-11.186319436259332, 361.0235574349559
-11.180061149833218, 601.1569987108069
-10.747440263567146, 320.9969769057691
-10.620124019051019, 300.3132434073998
-10.243343467969918, 280.9848482592914
-9.807065766101879, 261.2351839556492
-9.255413444924464, 240.86176455701474
-8.742215142488025, 220.9575757214863
-8.18665865491972, 200.72587824419634
-7.558068432090922, 181.27752189097492
-6.804799666234234, 160.84458427964285
-6.498770275189704, 151.04772991850962
-6.061300251041601, 140.77143965851735
-5.674265941769416, 130.5529179531303
-5.2389075462500845, 121.07138773130544
-4.739522612884887, 110.71055339177724
-4.303082501093668, 101.09526829408674
-3.8089539496220706, 91.23861925192205
-3.3725294377974393, 80.64989623930728
-2.8648773102908542, 71.18613091167856
-2.4284592189214536, 60.196771492589164
-2.0016316667041174, 50.757768984666995
-1.497898242476543, 40.245179916375946
-0.9845362298546476, 30.55650665388373
-0.7500284716374175, 20.36235853859671
-0.233970197000561, 9.205292580717469
-0.06218834074389257, 1.3691349901299645
-10.912644398674663, 620.9545983701978
-11.615530133428853, 560.8847497089639
-11.741168174084356, 521.0710128055879
-11.741806214739858, 481.25727590221186
-11.61744425539536, 441.4435389988359
-11.550449986567566, 421.88591385331796
-10.936363839885374, 340.861466821886
