d,t
0.09343314618671067,-1.3533302617437186
0.20782960001606432,-1.5069737567555392
0.3222260538454179,-1.6612968448934164
0.4366225076747994,-1.8104061889684808
0.551018961504153,-1.9668903444085737
0.6654154153335067,-2.1261047601055485
0.7798118691628602,-2.2791515148865864
0.8942083229922139,-2.4429442339252154
1.0086047768215678,-2.609874980169397
1.1230012306509491,-2.776458529071675
1.2373976844803025,-2.9484709484344025
1.3517941383096563,-3.121301663774542
1.46619059213901,-3.294667730055465
1.5805870459683635,-3.460753172053641
1.694983499797717,-3.6265700753831895
1.8093799536270707,-3.7944044518199544
1.923776407456452,-3.9410088518701434
2.038172861285806,-4.094416770193255
2.1525693151151595,-4.23670343828588
2.2669657689445124,-4.37938340827246
2.381362222773866,-4.511469831723622
2.4957586766032205,-4.639103645155877
2.6101551304325734,-4.763801613873513
2.7245515842619557,-4.885347643987124
2.838948038091309,-5.001168843980406
2.9533444919206633,-5.111124727218542
3.067740945750016,-5.217728287731262
3.1821373995793705,-5.31803617643953
3.296533853408724,-5.415902461693189
3.410930307238105,-5.504640396288537
3.525326761067459,-5.595261415948134
3.639723214896812,-5.677619233459014
3.754119668726166,-5.758591325730182
3.86851612255552,-5.837209516016007
3.982912576384873,-5.912976006569974
4.097309030214227,-5.985980211278966
4.211705484043608,-6.056444234417685
4.326101937872962,-6.124196031182289
4.440498391702316,-6.185705785096766
4.55489484553167,-6.24439236555894
4.669291299361023,-6.300518389791518
4.783687753190375,-6.3559947394537435
4.898084207019729,-6.405501605699165
5.012480660849112,-6.4541445623516465
5.126877114678464,-6.498053880025217
5.24127356850782,-6.537924947017773
5.355670022337173,-6.576503444714832
5.470066476166525,-6.6120765211687305
5.584462929995879,-6.648100049205776
5.698859383825261,-6.677751537397731
5.813255837654615,-6.708235830626966
5.9276522914839695,-6.731459480693024
6.042048745313321,-6.755559201166587
6.156445199142675,-6.776712711796711
6.270841652972029,-6.7970228108806845
6.385238106801383,-6.8144456968558265
6.4996345606307635,-6.830859406306213
6.614031014460119,-6.847169889963509
6.728427468289473,-6.859908251385878
6.842823922118825,-6.872477732187374
6.957220375948178,-6.881880695838337
7.071616829777533,-6.890618751140768
7.186013283606886,-6.8955015269904445
7.300409737436267,-6.902292896613187
7.414806191265619,-6.907138801184143
7.5292026450949745,-6.912044709930676
7.643599098924328,-6.915841694025508
7.757995552753683,-6.918894921824491
7.872392006583039,-6.9211071340308585
7.986788460412417,-6.920202212181387
8.10118491424177,-6.921423163854095
8.215581368071124,-6.921335363095595
8.329977821900476,-6.92060958328482
8.44437427572983,-6.92023884966931
8.558770729559185,-6.917781733966043
8.67316718338854,-6.915052224351421
8.787563637217922,-6.912466319475836
8.901960091047272,-6.909004073821322
9.016356544876627,-6.9057228436644245
9.130752998705981,-6.9007323866563155
9.245149452535335,-6.894949679737649
9.359545906364687,-6.888628648262703
9.473942360194041,-6.8819561714498825
9.588338814023423,-6.876372726818088
9.702735267852777,-6.870927236980632
9.817131721682129,-6.864870011373889
9.931528175511486,-6.862030861906918
10.045924629340838,-6.857942582013041
10.160321083170192,-6.853254458632213
10.274717536999574,-6.849976392086232
10.389113990828927,-6.844159856980326
10.50351044465828,-6.839222368849349
10.617906898487634,-6.833557210448721
10.73230335231699,-6.830549738271017
10.84669980614634,-6.825501216251386
10.961096259975696,-6.820657747745692
11.075492713805076,-6.814634987871156
11.189889167634428,-6.8099111138372646
11.304285621463784,-6.803611980669685
11.418682075293136,-6.799622252489033
11.533078529122493,-6.795143091815168
11.647474982951843,-6.789941807472328
11.7618714367812,-6.784859644549866
11.876267890610581,-6.780627271647148
11.990664344439933,-6.776099169939669
12.105060798269289,-6.7706563256299725
12.21945725209864,-6.767204478716834
12.333853705927991,-6.763211499524424
12.448250159757347,-6.759822459242418
12.562646613586704,-6.756204461038131
12.677043067416081,-6.753489732437076
12.791439521245437,-6.749705018583194
12.90583597507479,-6.747116002333224
13.020232428904144,-6.743897564157432
13.134628882733496,-6.742641030619499
13.249025336562852,-6.741117246945818
13.363421790392234,-6.738982092716867
13.477818244221586,-6.7366266619691055
13.59221469805094,-6.733902058468618
13.706611151880292,-6.73129622053571
13.821007605709648,-6.7287814027961454
13.935404059539,-6.72620078721104
14.049800513368355,-6.7229412471111205
14.164196967197737,-6.721595859095266
14.278593421027088,-6.719295403782952
14.392989874856445,-6.718062356320507
14.507386328685795,-6.717368811669749
14.62178278251515,-6.71537062617725
14.736179236344505,-6.715117444142264
14.850575690173859,-6.7153836600503665
14.964972144003239,-6.716947519178877
15.079368597832593,-6.717305951991142
15.193765051661945,-6.717209528019928
15.308161505491299,-6.716183731681433
15.422557959320653,-6.7124956031420195
15.53695441315001,-6.711119421311598
15.651350866979389,-6.71030032753959
15.765747320808742,-6.709601686429247
15.880143774638096,-6.7109077706000795
15.99454022846745,-6.71301008599688
16.108936682296804,-6.71471010214054
16.223333136126158,-6.715494977113015
16.337729589955515,-6.714673212052942
16.452126043784894,-6.7133055825481405
16.566522497614248,-6.7136392062479295
16.6809189514436,-6.71404686161
16.795315405272955,-6.715355174893876
16.909711859102305,-6.716091472163287
17.02410831293166,-6.717367616966832
17.13850476676101,-6.718457263301476
17.252901220590395,-6.718934990449569
17.367297674419746,-6.720681101133209
17.4816941282491,-6.7215720166740045
17.596090582078457,-6.724104977922749
17.71048703590781,-6.727424509468926
17.824883489737164,-6.7303272846521045
17.939279943566547,-6.732030667114197
18.0536763973959,-6.733073304189864
18.168072851225247,-6.735222543171768
18.282469305054605,-6.736290419298695
18.396865758883962,-6.738870430810295
18.511262212713312,-6.742005100471635
18.625658666542662,-6.7432615414856585
18.74005512037205,-6.742534251513307
18.854451574201402,-6.742602900422097
18.968848028030756,-6.743595609800577
19.08324448186011,-6.743573337790028
19.197640935689467,-6.744504269627472
19.312037389518817,-6.744473684511268
19.426433843348168,-6.747640185939901
19.540830297177557,-6.749787626663302
19.655226751006907,-6.7526464678225295
19.769623204836257,-6.755595830585025
19.884019658665608,-6.75884030318034
19.99841611249496,-6.761538239354251
20.11281256632432,-6.762904847693341
20.227209020153698,-6.763600383538073
20.34160547398305,-6.764216334382402
20.45600192781241,-6.766967271588592
20.57039838164176,-6.770353681921411
20.68479483547112,-6.774451340210307
20.799191289300474,-6.779126708087526
20.913587743129824,-6.78239659642703
21.027984196959206,-6.784060010884893
21.14238065078856,-6.786571045404815
21.256777104617914,-6.788620970523228
21.371173558447264,-6.792297833044737
21.485570012276614,-6.795149578739716
21.59996646610597,-6.797983892482302
21.714362919935326,-6.799657566855732
21.828759373764708,-6.802639602201502
21.94315582759406,-6.803928060595095
22.057552281423412,-6.805624480435327
22.17194873525277,-6.808043583521488
22.286345189082123,-6.811194371445503
22.40074164291148,-6.814839862164634
22.51513809674086,-6.819511766614245
22.62953455057021,-6.8239372842517465
22.743931004399563,-6.827809935529095
22.85832745822892,-6.830180855663938
22.97272391205827,-6.832528177975889
23.08712036588762,-6.834894360846198
23.201516819716975,-6.838333949214644
23.31591327354636,-6.842246794543458
23.43030972737571,-6.8453071358668955
23.54470618120507,-6.84838349912532
23.659102635034426,-6.851449214577685
23.773499088863776,-6.855008663420964
23.887895542693126,-6.858421575679076
24.002291996522487,-6.863012830625199
24.116688450351866,-6.866720965272423
24.231084904181216,-6.870531004722315
24.345481358010566,-6.874426139582673
24.459877811839924,-6.8794773532426525
24.57427426566928,-6.882225548465093
24.68867071949863,-6.885362482399152
24.803067173328017,-6.888283705390024
24.91746362715737,-6.891036468052904
25.03186008098672,-6.893626837956681
25.146256534816075,-6.897847944588936
25.26065298864543,-6.9030816373246795
25.375049442474783,-6.906509988434465
25.489445896304133,-6.909676883369835
25.603842350133515,-6.913820110093733
25.71823880396287,-6.917736936044594
25.832635257792223,-6.921352728977662
25.947031711621573,-6.924750187630837
26.061428165450923,-6.9282384037378355
26.175824619280288,-6.931543419956119
26.290221073109638,-6.935787327773059
26.404617526939024,-6.941722495567748
26.519013980768367,-6.947201293628278
26.633410434597728,-6.952180720716584
26.74780688842708,-6.9557620054331135
26.862203342256436,-6.959484508677366
26.976599796085793,-6.9619582274231195
27.090996249915168,-6.965776513852329
27.20539270374452,-6.969544056612981
27.31978915757388,-6.973556849829386
27.43418561140323,-6.978039871218018
27.548582065232583,-6.982457657843828
27.662978519061934,-6.986880991834115
27.77737497289129,-6.99259980049742
27.891771426720677,-6.997605085410344
28.00616788055003,-7.002466850587249
28.120564334379377,-7.006870258896394
28.23496078820873,-7.011321201329648
28.349357242038085,-7.016315949980995
28.463753695867435,-7.020883392065495
28.578150149696818,-7.025769213493854
28.692546603526175,-7.029110975582132
28.806943057355525,-7.032645587128867
28.921339511184883,-7.035495041454044
29.03573596501424,-7.039276541978229
29.15013241884359,-7.043125490513028
29.264528872672948,-7.047343092574145
29.378925326502298,-7.053367133617663
29.493321780331648,-7.060024629253362
29.607718234161005,-7.064732156898125
29.722114687990363,-7.070361313561805
29.83651114181977,-7.073933111963271
29.95090759564912,-7.077764104461388
30.065304049478478,-7.081356185321644
30.179700503307828,-7.0862359356010085
30.294096957137178,-7.090347481081619
30.408493410966535,-7.096088197476604
30.522889864795893,-7.101845399917378
30.637286318625243,-7.107105391029309
30.751682772454597,-7.111853572540452
30.866079226283954,-7.1168255500366415
30.980475680113305,-7.121744029834942
31.094872133942655,-7.126187373198416
31.209268587772005,-7.132217445749753
31.32366504160142,-7.1374297445966945
31.43806149543077,-7.1434434835991
31.552457949260127,-7.1486786285684545
31.666854403089477,-7.153814788895452
31.781250856918835,-7.158243498009999
31.895647310748185,-7.165137857931199
32.010043764577546,-7.171873934783951
32.124440218406896,-7.179011628225667
32.238836672236246,-7.1856660244711215
32.353233126065604,-7.190960144513192
32.467629579894954,-7.195804770557936
32.58202603372431,-7.202310924362269
32.696422487553654,-7.206740563422333
32.810818941383076,-7.2130368778738685
32.92521539521242,-7.218525773408041
33.03961184904178,-7.225250323169139
33.15400830287113,-7.23180195799026
33.268404756700484,-7.237922910951781
33.38280121052984,-7.243369123653032
33.4971976643592,-7.2487245511987615
33.61159411818855,-7.254464842015548
33.725990572017906,-7.260003656764922
33.84038702584726,-7.266209815875342
33.95478347967661,-7.273608111766783
34.069179933505964,-7.279613368582859
34.183576387335314,-7.287130877335045
34.29797284116467,-7.293392919277154
34.41236929499408,-7.299177012251318
34.526765748823436,-7.305671502916926
34.64116220265279,-7.3124259526253965
34.755558656482144,-7.319491400572722
34.869955110311494,-7.326820985113301
34.98435156414085,-7.332389062422631
35.0987480179702,-7.3389128490774
35.21314447179956,-7.345146152645238
35.32754092562891,-7.351135361518175
35.44193737945825,-7.356324022210016
35.55633383328762,-7.362821382468958
35.67073028711697,-7.366731282055597
35.785126740946325,-7.371399043590819
35.89952319477573,-7.377622201272269
36.01391964860509,-7.382410656588955
36.12831610243444,-7.387524365422501
36.242712556263804,-7.393252328042775
36.35710901009315,-7.400448805636301
36.4715054639225,-7.407070581738671
36.58590191775186,-7.413678208218912
36.70029837158121,-7.421204048384118
36.81469482541056,-7.42804167623776
36.92909127923991,-7.433677084758186
37.04348773306928,-7.439378400051427
37.15788418689863,-7.447038884350995
37.27228064072798,-7.454245185087507
37.38667709455738,-7.462307623833368
37.50107354838674,-7.469955852494963
37.61547000221609,-7.4774747382570785
37.72986645604545,-7.481667574517657
37.8442629098748,-7.487125222902497
37.95865936370416,-7.492016923450853
38.07305581753351,-7.499320875716979
38.18745227136287,-7.507019350667672
38.301848725192215,-7.513794524841964
38.416245179021566,-7.5225503979124655
38.530641632850916,-7.530958385566306
38.645038086680266,-7.537619941451552
38.75943454050963,-7.544568166484253
38.873830994338974,-7.5509629360723265
38.988227448168395,-7.55686768456129
39.10262390199775,-7.5634635027974975
39.2170203558271,-7.570611303014098
39.331416809656446,-7.576320558234896
39.44581326348581,-7.585448185659421
39.56020971731516,-7.593401665094197
39.67460617114452,-7.6018782409450845
39.78900262497386,-7.611153865202027
39.90339907880321,-7.618441808276203
40.017795532632576,-7.6268648534787395
40.132191986461926,-7.631509834419216
40.246588440291276,-7.636451576309221
40.360984894120634,-7.643490923605562
40.47538134795005,-7.649803461860887
40.5897778017794,-7.6581977038323
40.70417425560876,-7.664873999663386
40.818570709438106,-7.672341071884047
40.932967163267456,-7.680830210052004
41.047363617096806,-7.687080949063808
41.16176007092617,-7.694506297724147
41.27615652475552,-7.702048119626961
41.39055297858487,-7.710386631704117
41.504949432414236,-7.718185040334849
41.61934588624358,-7.7259505976723775
41.733742340072936,-7.734306300837125
41.84813879390229,-7.741263205094099
41.9625352477317,-7.750013978489613
42.07693170156105,-7.756980255903203
42.19132815539041,-7.764922700481091
42.305724609219766,-7.7712211046812065
42.42012106304912,-7.778283621595728
42.53451751687847,-7.785411241574296
42.648913970707824,-7.7924564660718465
42.76331042453717,-7.798917293146264
42.87770687836653,-7.806052154724543
42.99210333219588,-7.813167986861543
43.10649978602523,-7.821951511225424
43.22089623985458,-7.829915418003705
43.33529269368394,-7.838729508523037
43.44968914751329,-7.848723382367277
43.564085601342704,-7.856382790384389
43.67848205517206,-7.865370025507411
43.792878509001405,-7.873762178890645
43.90727496283077,-7.881426912850614
44.02167141666012,-7.889302973762113
44.13606787048948,-7.899733546801069
44.25046432431882,-7.909977209249091
44.36486077814817,-7.918922400551119
44.479257231977535,-7.928467748565933
44.59365368580688,-7.936374445660469
44.708050139636235,-7.941638592909484
44.82244659346559,-7.94930886824237
44.93684304729495,-7.955912998203883
45.05123950112436,-7.96303693175155
45.165635954953714,-7.97238719996256
45.28003240878305,-7.979560680238935
45.394428862612415,-7.988717149419394
45.508825316441765,-7.9971820288194175
45.62322177027113,-8.00501785209082
45.73761822410048,-8.014979700619508
45.85201467792983,-8.02454788438134
45.966411131759195,-8.033457561045998
46.08080758558854,-8.04343699626478
46.195204039417895,-8.050777865604402
46.309600493247245,-8.060079902712234
46.423996947076596,-8.067534735620852
46.53839340090602,-8.075801889638823
46.652789854735374,-8.08348196609092
46.767186308564725,-8.09035991129387
46.88158276239408,-8.098625259377974
46.995979216223425,-8.107439696520345
47.11037567005278,-8.116845606174152
47.224772123882126,-8.126789471038505
47.33916857771148,-8.135316552265637
47.45356503154084,-8.143419308594622
47.56796148537018,-8.15205151588871
47.682357939199555,-8.160484736469838
47.7967543930289,-8.169599328895234
47.911150846858256,-8.178890892871015
48.025547300687606,-8.187738969016035
48.13994375451703,-8.197456117295852
48.25434020834637,-8.205721788985427
48.36873666217573,-8.21666127968158
48.483133116005085,-8.22626336474727
48.59752956983443,-8.235164969000941
48.711926023663786,-8.243725775871372
48.826322477493136,-8.252063732299646
48.940718931322486,-8.261257471289404
49.05511538515184,-8.269705620705086
49.1695118389812,-8.2792158803427
49.28390829281056,-8.289690140214537
49.39830474663991,-8.299566333271665
49.51270120046926,-8.309484645605865
49.62709765429867,-8.317891749250254
49.741494108128016,-8.326236399003923
49.855890561957374,-8.335346206471254
49.97028701578672,-8.343832284839365
50.084683469616074,-8.352644795847501
50.19907992344544,-8.360539611364398
50.31347637727479,-8.36993497179488
50.42787283110415,-8.378968655559161
50.5422692849335,-8.388933912580065
50.65666573876284,-8.39807127872815
50.7710621925922,-8.408831433991518
50.88545864642157,-8.418847806954153
50.99985510025091,-8.427694396240877
51.11425155408035,-8.436369493493826
51.2286480079097,-8.444176842923365
51.34304446173906,-8.454135129365534
51.45744091556842,-8.463373371852478
51.57183736939776,-8.473464922602016
51.68623382322712,-8.482683923308372
51.80063027705647,-8.491828064930935
51.91502673088583,-8.500346607588535
52.02942318471518,-8.51034881538334
52.143819638544535,-8.520904659263037
52.25821609237389,-8.532321675436894
52.372612546203236,-8.542707939716154
52.48700900003258,-8.553088016184223
52.60140545386195,-8.559858447784276
52.71580190769135,-8.567266252194603
52.83019836152071,-8.575423729145816
52.94459481535008,-8.584691506098322
53.05899126917941,-8.593411556751162
53.173387723008766,-8.60353988155045
53.28778417683812,-8.613372191179588
53.40218063066748,-8.622764160853643
53.51657708449683,-8.631677698719836
53.63097353832618,-8.64182758641134
53.74536999215553,-8.651672608317707
53.85976644598489,-8.662130254204113
53.974162899814246,-8.672199030156184
54.0885593536436,-8.683798800222721
54.20295580747301,-8.693670143214172
54.31735226130236,-8.704524778854694
54.43174871513172,-8.714480601080224
54.54614516896106,-8.723362717977043
54.66054162279043,-8.734147819711486
54.774938076619776,-8.743456085251221
54.88933453044912,-8.754484444425291
55.00373098427848,-8.765509438133094
55.11812743810784,-8.776358814755353
55.23252389193719,-8.786142014626344
55.346920345766556,-8.795486455117011
55.4613167995959,-8.804670588860366
55.575713253425256,-8.814833967287141
55.69010970725466,-8.82490493046092
55.80450616108401,-8.83486019294357
55.91890261491337,-8.843634861933683
56.03329906874272,-8.854162911142259
56.147695522572086,-8.864186721032457
56.26209197640143,-8.874132695822622
56.37648843023079,-8.884003899635731
56.490884884060144,-8.894448684218668
56.60528133788949,-8.903143983223277
56.71967779171885,-8.912577533701084
56.8340742455482,-8.921394073085809
56.94847069937755,-8.930352764827838
57.0628671532069,-8.93997310701045
57.17726360703625,-8.948764339016037
57.291660060865674,-8.958714546209762
57.406056514695024,-8.968513748022355
57.520452968524374,-8.97776599955301
57.63484942235373,-8.988730608557947
57.74924587618308,-8.998215840841267
57.86364233001244,-9.007324318961448
57.97803878384178,-9.016941047344408
58.09243523767114,-9.026824954917457
58.20683169150049,-9.036630685126072
58.321228145329854,-9.047505226706946
58.43562459915919,-9.05811068029736
58.550021052988555,-9.069143459047607
58.664417506817905,-9.079384579343744
58.77881396064732,-9.089550363830144
58.893210414476684,-9.098315482626786
59.00760686830602,-9.10603903430759
59.12200332213537,-9.115680920122111
59.236399775964735,-9.122204738331854
59.350796229794085,-9.131333446526616
59.465192683623435,-9.141464392845583
59.5795891374528,-9.149663956163154
59.69398559128215,-9.159099413129283
59.808382045111514,-9.168985386292084
59.92277849894085,-9.1788094771398
60.0371749527702,-9.189159673981644
60.151571406599565,-9.200500473744665
60.265967860428965,-9.21138616209756
60.38036431425833,-9.222842758214307
60.49476076808768,-9.233303127772198
60.609157221917044,-9.242227679309655
60.723553675746395,-9.252657658546111
60.83795012957576,-9.262878778193855
60.952346583405095,-9.273625622756672
61.066743037234446,-9.28382860531086
61.181139491063796,-9.293489654405963
61.29553594489316,-9.303674812947762
61.40993239872251,-9.31365760833162
61.52432885255186,-9.324146560848813
61.63872530638121,-9.33372445206484
61.753121760210576,-9.343829884494385
61.86751821403999,-9.353316316803992
61.981914667869326,-9.36217338013366
62.09631112169869,-9.370930807152927
62.21070757552804,-9.380442603056046
62.325104029357405,-9.389639797360626
