d,t
122.83122167100896,-6.029340277777778
171.66406469079658,-5.348784722222224
208.4151162731412,-3.709451388888889
231.5208659430081,-2.062809572059757
252.3690251003146,-1.0422430555555555
265.07790122009044,-0.6731629195736339
