t,d
-7.058171745152355, 18.481848184818574
-5.002770083102493, 39.603960396039696
-4.614958448753463, 75.24752475247536
-4.867036011080332, 99.00990099009911
-4.925207756232687, 116.17161716171628
-5.196675900277008, 137.29372937293738
-5.274238227146815, 158.41584158415856
-5.565096952908587, 176.897689768977
-5.409972299168975, 198.0198019801981
-5.836565096952909, 237.62376237623772
-5.545706371191136, 279.86798679867996
-5.584487534626039, 295.7095709570958
-5.3324099722991685, 332.6732673267328
-5.002770083102493, 359.07590759075913
-4.614958448753463, 390.75907590759084
-3.6454293628808863, 444.884488448845
-3.1800554016620506, 463.3663366336634
-2.792243767313023, 483.1683168316832
-1.7451523545706369, 517.4917491749173
-1.124653739612194, 550.4950495049507
-0.9307479224376767, 570.2970297029705
-0.6011080332409993, 594.0594059405942
-0.4459833795013797, 625.7425742574259
-0.6786703601108055, 665.3465346534651
-0.48476454293628457, 690.4290429042906
