t,d
-11.677650719777708, 465.1621682294357
-11.607638628648981, 425.0537784076531
-11.623350224322744, 525.0849909736633
-11.55365138770047, 404.7271788123129
-11.492454883790721, 545.1281532154134
-11.241296532278955, 365.2353745061318
-11.179773340475725, 585.1521082450474
-10.988686694927072, 345.48052961124705
-10.929765132407006, 604.7947265153973
-10.677413150535665, 325.4714387653119
-10.554861641054194, 624.8595434529533
-10.373314907960026, 305.36056565532056
-9.928952005156965, 285.0234699424086
-9.060283670961159, 244.09009464999713
-8.43463676619647, 224.86274906784064
-8.106429921242952, 215.69451184836936
-7.746928361149048, 205.1136008384222
-7.339372265369642, 193.1357166037949
-7.0471291233738835, 185.6295162697362
-6.562680444665126, 171.74880682647085
-6.308885538478034, 165.07269203171472
-5.7859610405186235, 152.08310382917148
-5.49370952949376, 145.0991309111588
-5.1245898460029995, 134.6891198651856
-4.813154058232877, 124.80401585141828
-4.367108100983517, 114.59348734179093
-3.9306625747935495, 105.31606072605689
-3.5615345222736856, 95.42827709612982
-3.125110839535962, 84.7878190604074
-2.5540606643722708, 74.84048840470518
-2.252236153045324, 65.2117343368991
-1.7485059517634145, 54.49803345947362
-1.3601381311593652, 45.17177828260401
-0.9910165343386854, 34.881159023309465
-0.6218862869765225, 25.13033355266475
-0.36815159103927186, 14.697099166639305
-11.11546297125459, 565.0756693830034
-11.606810244470314, 505.0058207217695
-11.674442553953615, 484.7497089639115
-11.6846959792245, 444.9359720605354
-11.301043252440227, 384.86612339930144
-9.56257275902212, 265.42491268917354
-0.19173681382645213, 5.58789289871936
