t,d
-10.809103114529753, 522.7334045980601
-10.745887235792637, 481.67402597688385
-10.679758821152378, 561.7102879349171
-10.620645402589776, 441.6919540673147
-10.54830489473696, 581.8266006047552
-10.562563176785982, 422.5445833544226
-10.357064941604598, 602.1561978033102
-10.428931380597971, 402.27538485371105
-10.301010992145933, 361.68407100271486
-10.300366332618662, 381.88852896019966
-10.054535942362092, 321.9947360429213
-9.743003401167027, 302.2050167600866
-9.244859670723029, 282.0259703788124
-8.680939083981208, 261.9749308942356
-8.0593260848842, 241.93042237377688
-7.561182856822049, 221.72002736473962
-6.9876455981113486, 201.74931873880558
-6.44141625757084, 182.11234237926266
-5.790958857731026, 161.95844020983975
-5.4862060714401935, 152.44534823596894
-5.193699617554143, 141.80459246511793
-4.749079805210231, 131.73305663815358
-4.376142419737974, 122.0894552574465
-4.001412128875817, 111.99316135490665
-3.623156986870768, 102.36039928137632
-3.1259098663072535, 91.45028766175744
-2.799612109399675, 82.86510130341742
-2.4312499610772864, 72.67653454675792
-1.9376203761001118, 62.45360702426956
-1.5726952947063193, 51.16999034428056
-1.1705442244375046, 41.04894903181162
-0.8741654299301498, 30.7379002032917
-0.5663012916767975, 21.981866342730655
-0.3744164060392201, 10.729164909202268
-0.13202193510122662, 1.361542744343751
-10.770316557714695, 502.2118742724097
-10.684427330527445, 461.6996507566937
