d,t
0.0000000e+00, 0.0000000e+00
1.0000000e+01, -9.4700000e-01
2.0000000e+01, -2.8220000e+00
3.0000000e+01, -2.3920000e+00
4.0000000e+01, -2.0910000e+00
5.0000000e+01, -2.1420000e+00
6.0000000e+01, -2.1610000e+00
7.0000000e+01, -2.3740000e+00
8.0000000e+01, -2.3560000e+00
9.0000000e+01, -2.5200000e+00
1.0000000e+02, -2.6470000e+00
1.1000000e+02, -2.6990000e+00
1.2000000e+02, -2.7730000e+00
1.3000000e+02, -2.9010000e+00
1.4000000e+02, -2.9300000e+00
1.5000000e+02, -3.1080000e+00
1.6000000e+02, -3.1750000e+00
1.7000000e+02, -3.2160000e+00
1.8000000e+02, -3.2140000e+00
1.9000000e+02, -3.3850000e+00
2.0000000e+02, -3.4730000e+00
2.1000000e+02, -3.5050000e+00
2.2000000e+02, -3.6240000e+00
2.3000000e+02, -3.5580000e+00
2.4000000e+02, -3.7250000e+00
2.5000000e+02, -3.7380000e+00
2.6000000e+02, -3.8200000e+00
2.7000000e+02, -3.8780000e+00
2.8000000e+02, -3.7280000e+00
2.9000000e+02, -3.9230000e+00
3.0000000e+02, -4.0700000e+00
3.1000000e+02, -3.9050000e+00
3.2000000e+02, -4.0290000e+00
3.3000000e+02, -4.1280000e+00
3.4000000e+02, -4.0720000e+00
3.5000000e+02, -4.1170000e+00
3.6000000e+02, -4.2240000e+00
3.7000000e+02, -4.1110000e+00
3.8000000e+02, -4.2360000e+00
3.9000000e+02, -3.9820000e+00
4.0000000e+02, -4.1790000e+00
4.1000000e+02, -3.9400000e+00
4.2000000e+02, -4.0290000e+00
4.3000000e+02, -4.0050000e+00
4.4000000e+02, -4.0930000e+00
4.5000000e+02, -3.9840000e+00
4.6000000e+02, -3.9600000e+00
4.7000000e+02, -3.8460000e+00
4.8000000e+02, -3.6990000e+00
4.9000000e+02, -3.7460000e+00
5.0000000e+02, -3.6640000e+00
5.1000000e+02, -3.5940000e+00
5.2000000e+02, -3.5370000e+00
5.3000000e+02, -3.5810000e+00
5.4000000e+02, -3.3930000e+00
5.5000000e+02, -3.3350000e+00
5.6000000e+02, -3.2020000e+00
