t,d
-13.003211059419012, 0.40181494417129215
-13.334117362204047, 16.26448204663029
-13.69811429526758, 38.556193904149495
-14.062111228331116, 58.29976049179663
-14.42610816139465, 80.44158145108759
-14.790105094458186, 101.98383881746804
-15.15410202752172, 123.52609618384804
-15.518098960585256, 145.51802624491165
-15.88209589364879, 167.06028361129165
-16.246092826712328, 188.45265007944408
-16.61008975977586, 209.54523475114115
-16.974086692839396, 230.7877103210658
-17.338083625902932, 252.47985858567358
-17.702080558966465, 273.87222505382624
-18.06607749203, 295.56437331843404
-18.430074425093537, 317.2565215830423
-18.79407135815707, 338.3491062547389
-19.15806829122061, 360.3410363158023
-19.52206522428414, 382.93252996977685
-19.82649902284637, 396.20768771408984
-20.01842467846169, 415.70132034745006
-20.382421611525224, 442.1899773553457
-20.74641854458876, 469.1283070579244
-21.110415477652296, 498.31500023391914
-21.47441241071583, 529.7500568833298
-21.807157081849667, 562.0785827622809
-22.11637063811879, 599.0021336425162
-22.491949291779804, 645.198440931803
-22.715311046159698, 672.3778466097467
-22.963490773248473, 711.5670713146604
-23.178579870058744, 750.0927457283166
-23.377123651729764, 787.4426164860851
-23.630030611715465, 825.7283811008726
-23.7742112150718, 866.6078576779902
-23.94127854355107, 913.5734738620673
-24.109253846641646, 957.7913125411833
-24.19335919859951, 999.8080047038181
-24.2937341104443, 1030.479794700746
-24.45256913578112, 1075.3088102235404
-24.55184102661663, 1122.2881435510956
-24.60147697203438, 1164.3268088705554
-24.60147697203438, 1200.6004062416675
-24.595961866987963, 1246.767439743968
-24.518750396338124, 1295.6907520731615
-24.42103215094862, 1332.1130332963698
-24.26766515049319, 1359.4956825918366
-24.04676501617059, 1377.668489863088
