t,d
-13.003211059419012,1386.5981850558287
-13.334117362204045,1370.7355179533697
-13.69811429526758,1348.4438060958505
-14.062111228331116,1328.7002395082034
-14.426108161394652,1306.5584185489124
-14.790105094458186,1285.016161182532
-15.15410202752172,1263.473903816152
-15.518098960585256,1241.4819737550883
-15.882095893648788,1219.9397163887083
-16.246092826712328,1198.547349920556
-16.61008975977586,1177.4547652488588
-16.974086692839393,1156.2122896789342
-17.338083625902932,1134.5201414143264
-17.702080558966465,1113.1277749461738
-18.066077492029997,1091.435626681566
-18.430074425093533,1069.7434784169577
-18.79407135815707,1048.650893745261
-19.15806829122061,1026.6589636841977
-19.52206522428414,1004.0674700302231
-19.826499022846374,990.7923122859103
-20.01842467846169,971.2986796525499
-20.382421611525224,944.8100226446543
-20.74641854458876,917.8716929420757
-21.110415477652296,888.6849997660809
-21.47441241071583,857.2499431166701
-21.807157081849667,824.9214172377191
-22.116370638118788,787.9978663574838
-22.491949291779804,741.801559068197
-22.715311046159698,714.6221533902532
-22.963490773248477,675.4329286853397
-23.178579870058748,636.9072542716833
-23.377123651729764,599.5573835139149
-23.630030611715465,561.2716188991274
-23.7742112150718,520.3921423220097
-23.941278543551068,473.4265261379327
-24.10925384664165,429.2086874588167
-24.19335919859951,387.191995296182
-24.2937341104443,356.52020529925403
-24.452569135781122,311.6911897764596
-24.551841026616632,264.7118564489044
-24.601476972034376,222.67319112944438
-24.601476972034376,186.39959375833246
-24.595961866987963,140.232560256032
-24.518750396338124,91.30924792683845
-24.42103215094862,54.88696670363015
-24.267665150493194,27.504317408163388
-24.04676501617059,9.331510136911902
